time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
44.901279,5.0278,3.5607,0.6671,6.197
44.903624,5.2163,3.8240,0.4002,6.480
44.907979,5.3410,4.0611,0.4875,6.727
44.914301,5.4984,4.2772,0.8705,7.020
44.917884,5.6003,4.4775,1.1950,7.269
44.922617,5.5898,4.7150,1.1124,7.397
44.926751,5.4884,4.9969,0.9550,7.484
44.932104,5.4441,5.2729,1.0380,7.650
44.941183,5.3871,5.5527,1.1772,7.826
44.942016,5.3386,5.8196,1.1049,7.974
44.946470,5.3388,6.1215,1.0577,8.191
45.001946,5.3398,6.4699,1.1899,8.473
45.003110,5.4393,6.8982,1.5007,8.912
45.003882,5.5153,7.4203,1.6375,9.389
45.004469,5.5822,8.1479,1.4557,9.983
45.005290,5.5555,9.2517,0.7077,10.815
45.006806,5.5659,10.9180,-0.3912,12.261
45.008183,5.7509,13.2605,-0.5993,14.466
45.013832,6.2120,16.1787,0.3190,17.333
45.014767,7.1156,19.5709,1.7840,20.901
45.015762,8.5229,22.8750,2.8295,24.575
45.017003,10.4908,25.0640,2.9975,27.336
45.018166,12.8861,25.1520,2.3805,28.361
45.019209,15.4763,22.9483,1.2329,27.707
45.020308,17.6745,19.3691,-0.2715,26.223
45.021225,19.1530,15.5152,-2.3480,24.760
45.030150,19.7095,12.1873,-4.5791,23.621
45.031335,19.4898,9.8023,-6.5098,22.767
45.071663,18.5712,8.4334,-7.7275,21.811
45.073120,17.0222,8.0282,-7.3074,20.189
45.074020,15.2448,8.2990,-5.6360,18.249
45.074600,13.6759,8.9162,-3.9096,16.787
45.075336,12.5067,9.4014,-1.2944,15.700
45.076779,11.6891,9.0304,1.8899,14.891
45.077353,11.2855,8.0458,2.5935,14.101
45.077872,11.0874,6.6683,1.1337,12.988
45.078272,10.8267,5.1713,-1.6112,12.106
45.078790,10.0257,3.8759,-4.1156,11.510
45.080285,8.3599,3.2583,-7.0798,11.429
45.085870,6.0252,3.1202,-9.1262,11.372
45.090613,3.1619,3.1811,-9.5684,10.567
45.094588,-0.1826,3.5984,-6.8260,7.719
45.099954,-3.4319,3.7450,-1.1261,5.203
45.116386,-6.0460,3.4193,2.4799,7.375
45.117323,-7.8059,2.7435,2.3615,8.604
45.117848,-8.1758,1.2766,0.2620,8.279
45.147552,-6.7512,-0.4233,-1.0806,6.850
45.148673,-4.3360,-1.7576,-0.3029,4.688
45.149253,-1.5882,-2.9245,1.8708,3.818
45.150037,1.2495,-4.0745,3.5749,5.563
45.150925,3.9037,-5.1523,3.8256,7.511
45.152341,6.0890,-6.0415,2.9428,9.068
45.153231,7.6930,-6.6351,1.5735,10.280
45.155153,9.0499,-6.8518,0.2530,11.354
45.157331,10.3660,-6.7647,-0.3578,12.383
45.161291,11.6209,-6.3825,0.0821,13.259
45.169275,12.7060,-5.7645,1.1258,13.998
45.172246,13.4535,-5.0400,1.7810,14.477
45.176054,13.9878,-4.3048,1.8609,14.753
45.180806,14.2498,-3.6282,1.6497,14.797
45.195441,14.1452,-3.0135,1.0903,14.504
45.196137,13.5084,-2.4565,0.6263,13.744
45.196394,12.0615,-1.9990,0.5042,12.236
45.214821,10.3585,-1.6045,0.4473,10.492
45.215541,8.5132,-1.1085,0.2416,8.589
45.215745,6.5530,-0.5626,0.1368,6.579
45.215969,4.5277,0.0123,0.3026,4.538
45.221612,2.5458,0.3966,0.8563,2.715
45.224385,0.8101,0.5581,1.3557,1.675
45.228491,-0.4000,0.6113,1.2835,1.477
45.242275,-1.0485,0.5772,0.8089,1.445
45.242901,-0.9713,0.3389,0.5506,1.167
45.243078,-0.2084,-0.1808,0.8341,0.879
45.249038,0.8026,-0.7297,1.4161,1.784
45.252966,1.5894,-1.1754,1.7060,2.611
45.258181,2.0285,-1.3032,1.1557,2.674
45.263964,2.1703,-1.0674,0.2601,2.433
45.269007,1.9631,-0.4904,-0.1305,2.028
45.272351,1.5530,0.2529,0.2395,1.592
45.277867,0.8727,1.0335,0.6064,1.482
45.282897,-0.1883,1.7822,0.0588,1.793
45.331877,-1.5623,2.5629,-1.2952,3.269
45.332598,-3.1311,3.3879,-2.6147,5.303
45.332921,-4.8683,4.2635,-3.2509,7.242
45.333202,-6.2493,5.0324,-3.2364,8.652
45.333518,-7.2992,5.8152,-2.9277,9.781
45.333799,-8.3249,6.5390,-2.5873,10.898
45.334275,-9.0501,6.9034,-2.4566,11.645
45.334573,-9.1740,6.7926,-2.6846,11.726
45.334904,-8.8606,6.3774,-3.1768,11.370
45.335271,-8.0722,5.7444,-3.5365,10.520
45.339613,-7.1980,5.1949,-3.6351,9.592
45.340260,-6.4999,4.8166,-3.5903,8.851
45.344677,-6.0174,4.6183,-3.6349,8.411
45.351386,-5.8352,4.5914,-3.9423,8.407
45.353417,-5.9583,4.7704,-4.4154,8.818
45.358413,-6.4498,5.0750,-4.8852,9.551
45.362938,-7.2778,5.4657,-5.2351,10.500
45.370976,-8.4297,5.8506,-5.3578,11.576
45.373130,-9.6568,6.0187,-5.2692,12.540
45.380073,-11.0879,6.1441,-5.1406,13.679
45.382657,-12.6107,6.0731,-5.1096,14.900
45.410806,-14.1796,5.8004,-5.1827,16.173
45.411705,-15.6327,5.1944,-5.3022,17.305
45.412140,-16.8866,4.2977,-5.2623,18.202
45.412570,-17.6885,3.1199,-5.3607,18.744
45.412952,-18.0210,1.7584,-5.8443,19.026
45.413376,-17.9733,0.3526,-6.4848,19.111
45.416546,-17.6743,-0.9823,-6.8971,18.998
45.420456,-17.1524,-2.0432,-6.5754,18.483
45.425331,-16.3719,-2.8203,-5.7213,17.571
45.429956,-15.5034,-3.1627,-4.8820,16.559
45.436156,-14.7709,-3.0981,-4.5071,15.751
45.440197,-14.4082,-2.6464,-4.7172,15.390
45.444530,-14.4426,-1.8938,-5.2229,15.474
45.449199,-14.7514,-1.1335,-5.4723,15.775
45.474423,-15.1293,-0.5553,-5.3505,16.057
45.475976,-15.4882,-0.3385,-5.1134,16.314
45.476689,-15.6682,-0.5787,-4.9150,16.431
45.477692,-15.6545,-1.3123,-4.7607,16.415
45.478809,-15.5246,-2.0475,-4.5313,16.301
45.479461,-15.1894,-2.4600,-4.9106,16.152
45.482721,-14.4728,-1.7880,-6.9984,16.175
45.487735,-13.0700,0.2739,-10.3709,16.687
45.492819,-11.9257,4.1226,-12.5638,17.806
45.497147,-10.9380,9.9619,-10.9278,18.393
45.502521,-6.7658,15.0560,-3.2788,16.829
45.506654,3.2104,16.4855,7.1583,18.257
45.511567,16.0266,18.9433,13.8168,28.401
45.516230,28.0640,24.2447,18.7432,41.554
45.521125,32.3565,28.6021,12.2111,44.879
45.525741,26.8904,24.2911,-2.1067,36.299
45.531168,16.0968,15.4593,-12.0362,25.357
45.537120,8.2351,9.6374,-11.3358,17.006
45.541330,3.5591,5.4376,-6.1495,8.947
45.546213,0.6958,0.0422,-2.8832,2.966
45.588110,-2.3899,-5.0777,-2.9772,6.353
45.589398,-6.5213,-9.6360,-3.3713,12.114
45.590689,-11.3400,-13.6146,-4.6464,18.318
45.592493,-15.9593,-16.0887,-7.0348,23.728
45.595292,-19.2494,-16.3823,-8.1780,26.567
45.596255,-21.3927,-15.0792,-6.8856,27.064
45.597112,-23.1149,-12.7313,-3.4205,26.610
45.598485,-23.4737,-9.4677,0.5157,25.316
45.599235,-21.8537,-5.7866,2.6255,22.759
45.600085,-19.7639,-1.8842,2.1452,19.969
45.603620,-17.3166,2.1060,0.4480,17.450
45.604613,-14.8712,5.8092,-1.3692,16.024
45.620271,-12.5353,8.7562,-2.9136,15.566
45.622729,-10.1840,10.3213,-3.4750,14.910
45.623406,-7.5634,10.3539,-2.8471,13.134
45.623913,-4.7893,9.0886,-1.6656,10.407
45.641259,-2.1626,6.9626,-0.6077,7.316
45.642584,0.1599,4.4789,0.0101,4.482
45.643305,2.1563,1.9986,0.0497,2.940
45.643808,3.9146,-0.1869,-0.4742,3.948
45.646531,5.5051,-1.9037,-1.3446,5.978
45.651677,6.8987,-3.1123,-2.0892,7.851
45.655523,7.9352,-3.7250,-2.1740,9.032
45.661973,8.3229,-3.6253,-1.5947,9.217
45.666060,7.1992,-2.7107,-0.6208,7.718
45.684373,5.1566,-1.3523,0.0983,5.332
45.686574,3.0517,-0.0260,0.2937,3.066
45.687377,1.0908,1.0480,0.1262,1.518
45.688326,-0.6852,1.8460,-0.2296,1.982
45.689087,-2.3193,2.3801,-0.5259,3.365
45.693840,-3.7724,2.6309,-0.5556,4.633
45.699229,-5.0313,2.5632,-0.3600,5.658
45.719572,-5.9904,2.1439,-0.1734,6.365
45.720582,-6.5284,1.3973,-0.1510,6.678
45.721070,-6.4986,0.4840,-0.1851,6.519
45.721520,-5.8821,-0.3692,-0.1345,5.895
45.723822,-4.6690,-1.0762,-0.0257,4.792
45.727048,-3.1256,-1.5347,0.0987,3.483
45.732147,-1.4213,-1.7064,0.1457,2.226
45.737846,0.3188,-1.6800,0.1372,1.715
45.742117,2.0413,-1.4673,0.1597,2.519
45.746676,3.6697,-1.1232,0.2014,3.843
45.753129,5.0459,-0.6692,0.1788,5.093
45.757990,5.9305,-0.2078,0.0038,5.934
45.761844,6.1502,0.2229,-0.2538,6.159
45.765830,5.7670,0.5607,-0.4936,5.815
45.804377,4.9142,0.7195,-0.6488,5.009
45.805382,3.8058,0.6684,-0.6382,3.916
45.806020,2.7066,0.4289,-0.4839,2.783
45.806548,1.6883,0.1232,-0.1861,1.703
45.806995,0.7681,-0.1961,0.2285,0.825
45.807363,-0.0369,-0.3641,0.5159,0.633
45.807890,-0.5634,-0.6064,1.4216,1.645
45.808329,-1.1456,-1.3676,2.1095,2.763
45.808782,-1.9258,-0.2471,-0.8707,2.128
45.814231,-1.2655,-0.0974,-1.9188,2.301
45.819330,-0.5809,-0.5732,-0.8219,1.158
45.823024,0.1515,-0.9273,0.8323,1.255
45.828739,1.2732,-1.2110,1.3860,2.238
45.832459,2.2285,-1.1703,0.4571,2.558
45.837380,2.8568,-0.9350,-0.4943,3.046
45.842071,3.3116,-0.6588,-0.6308,3.435
45.847054,3.5639,-0.3203,0.0705,3.579
45.854595,3.6517,0.0211,0.7592,3.730
45.857967,3.5934,0.2632,0.7387,3.678
45.861495,3.3957,0.4251,0.3494,3.440
45.866759,3.0798,0.5568,0.1192,3.132
45.906018,2.6938,0.7081,0.2836,2.800
45.907027,2.2167,0.8815,0.8585,2.535
45.907583,1.6969,1.0988,1.5211,2.530
45.908044,1.1987,1.3336,1.8391,2.569
45.908494,0.8033,1.5574,1.7889,2.504
45.908861,0.5412,1.7651,1.6764,2.494
45.909453,0.4789,1.9015,1.5443,2.496
45.910076,0.6426,1.9836,1.4259,2.526
45.910510,0.9967,1.9993,1.4045,2.639
45.914934,1.4268,2.0279,1.2720,2.787
45.919561,1.6255,1.9974,0.5845,2.641
45.925126,2.1928,2.2568,0.1572,3.151
45.929147,2.8032,2.5117,0.2122,3.770
45.933980,3.3734,2.7648,0.3646,4.377
45.938139,3.9159,2.9929,0.3758,4.943
45.942828,4.3359,3.2080,0.2245,5.398
45.947616,4.7199,3.4178,0.0398,5.828
45.956800,5.1190,3.6032,0.1108,6.261
45.960329,5.4262,3.7456,0.4632,6.610
45.963363,5.6401,3.8766,0.8676,6.899
45.967614,5.7396,3.9515,1.0445,7.046
46.013243,5.7034,4.0159,1.0394,7.052
46.014271,5.5647,4.1221,0.9977,6.997
46.014667,5.3731,4.3343,1.0744,6.987
46.015260,5.1519,4.6118,1.4559,7.066
46.015622,4.9670,4.9379,1.8700,7.249
46.023108,4.8133,5.2839,2.0448,7.434
46.023924,4.7385,5.6189,1.9393,7.602
46.024541,4.7092,5.8611,1.8538,7.744
46.025091,4.7735,6.1038,1.9375,7.987
46.025488,4.8002,6.3682,2.1628,8.263
46.025954,4.8492,6.8023,2.4569,8.708
46.026352,4.8988,7.5299,2.5104,9.327
46.029162,4.9027,8.6165,2.0499,10.123
46.034122,4.9630,10.1341,1.3938,11.370
46.039030,5.1386,12.2927,0.9760,13.359
46.046842,5.4295,15.2518,1.3319,16.244
46.049057,6.0147,18.9659,2.3898,20.040
46.073799,7.3616,22.9341,4.0237,24.420
46.075261,9.5924,25.6685,5.2701,27.904
46.076080,12.5242,25.6589,4.8471,28.961
46.077786,15.4011,22.8651,2.5852,27.689
46.078693,17.6968,18.8444,-0.2897,25.853
46.079464,19.4705,15.0642,-3.1762,24.822
46.081799,20.5782,12.1313,-5.8645,24.597
46.086783,20.8862,10.0826,-7.4582,24.362
46.091509,20.6877,9.2006,-7.2533,23.775
46.095996,19.7092,9.4607,-5.8057,22.620
46.100767,18.2306,10.2835,-3.6340,21.244
46.105830,16.6222,11.0828,-1.5376,20.037
46.110710,15.0583,10.9388,-0.1149,18.612
46.115160,13.4781,10.1559,-0.5270,16.884
46.120123,12.1331,9.0488,-1.1791,15.182
46.124883,10.9985,7.6550,-1.7804,13.518
46.129481,9.8896,6.1860,-2.7419,11.983
46.135126,8.4027,4.9550,-4.2593,10.644
46.141279,6.4921,4.0787,-6.2693,9.904
46.146376,4.1451,3.5222,-7.9957,9.671
46.150987,1.2170,3.3749,-8.6458,9.361
46.158489,-2.0291,3.6225,-5.1899,6.646
46.164290,-5.0032,3.6138,0.4955,6.192
46.167302,-7.4858,3.7161,2.7381,8.795
46.174256,-8.7267,3.1363,1.2484,9.357
46.175399,-7.8478,1.3017,-1.0687,8.026
46.217064,-5.6133,-0.4500,-2.0848,6.005
46.218322,-2.8432,-1.8219,-0.5924,3.428
46.219014,0.2518,-3.0760,2.6016,4.037
46.219518,3.2853,-4.3117,4.8988,7.306
46.220173,5.7625,-5.3954,4.9978,9.343
46.222423,7.5818,-6.3074,3.4531,10.449
46.223376,9.2162,-6.9801,1.4847,11.656
46.224082,10.7157,-7.2563,-0.1865,12.943
46.224626,12.0861,-7.0949,-0.8272,14.039
46.225310,13.0784,-6.5312,-0.4051,14.624
46.226064,13.6088,-5.7228,0.3717,14.768
46.231677,13.7132,-4.8097,1.1368,14.577
46.235979,13.1404,-3.9197,1.7226,13.820
46.244304,12.0356,-3.0988,1.6154,12.533
46.245581,10.7201,-2.3526,1.2677,11.048
46.249689,9.3007,-1.8274,1.0906,9.541
46.277696,7.8166,-1.4891,1.2616,8.057
46.278621,6.3443,-1.2366,1.4724,6.629
46.279132,4.8879,-1.0498,1.4385,5.202
46.279625,3.4719,-0.9428,1.4570,3.881
46.280342,2.2079,-0.9583,1.4399,2.805
46.280892,1.0730,-1.0676,1.2947,1.992
46.324118,0.2930,-1.2570,1.0665,1.674
46.325219,0.0089,-1.5649,0.8269,1.770
46.325846,0.2281,-1.9293,0.6980,2.064
46.326521,0.9897,-2.2872,0.5225,2.546
46.326904,2.0475,-2.6131,0.1423,3.323
46.327375,3.1259,-2.9097,-0.3308,4.283
46.327843,4.0527,-3.1535,-0.7532,5.190
46.328236,4.6368,-3.2590,-0.9721,5.750
46.328622,4.8423,-3.0220,-1.0473,5.803
46.329011,4.6497,-2.4307,-1.0973,5.360
46.331090,4.1388,-1.6288,-1.1187,4.586
46.367839,3.2905,-0.7102,-1.0784,3.535
46.368776,2.2215,0.2510,-0.9733,2.438
46.369261,0.9914,1.2454,-0.9678,1.863
46.369972,-0.3845,2.2299,-1.4198,2.671
46.370247,-1.7901,3.1182,-1.9468,4.089
46.370490,-2.9778,3.8364,-2.3019,5.374
46.370819,-4.0067,4.4446,-2.3514,6.429
46.371139,-5.0503,5.0846,-2.5574,7.609
46.374295,-6.3135,5.9334,-3.1263,9.211
46.380300,-7.6964,6.9954,-3.9020,11.108
46.384701,-9.0599,8.2179,-4.5233,13.041
46.388807,-10.3250,9.4625,-4.9413,14.851
46.394721,-11.4406,10.4528,-5.2206,16.352
46.398152,-12.1420,10.8840,-5.7529,17.291
46.432340,-12.2652,10.5902,-6.7147,17.541
46.433368,-11.8269,9.5650,-7.5928,17.001
46.433960,-11.0291,8.1265,-7.9659,15.847
46.434393,-10.0947,6.6229,-8.0299,14.500
46.434833,-9.4265,5.3273,-7.8350,13.365
46.435227,-9.0882,4.4959,-7.2619,12.472
46.435600,-9.1785,4.0331,-6.2608,11.820
46.476388,-9.5227,3.8083,-5.1082,11.458
46.477668,-10.0682,3.7603,-4.2903,11.572
46.478354,-10.7389,3.7206,-4.0970,12.081
46.479095,-11.6135,3.6834,-4.6534,13.042
46.479920,-12.8467,3.5995,-5.7556,14.530
46.480665,-14.2105,3.3936,-6.7729,16.104
46.481476,-15.7393,3.0571,-6.9653,17.481
46.482200,-17.0896,2.3135,-6.5151,18.435
46.483010,-18.2240,1.2023,-6.0660,19.245
46.484005,-18.6369,-0.3136,-5.9723,19.573
46.484801,-18.2441,-1.9866,-5.9034,19.278
46.489489,-17.1817,-3.5022,-5.6171,18.413
46.493987,-15.8623,-4.4985,-5.1438,17.272
46.498591,-14.6663,-4.8329,-4.6760,16.134
46.523306,-13.7928,-4.3884,-4.4371,15.139
46.524532,-13.2582,-3.4344,-4.5623,14.436
46.525069,-13.0363,-2.3185,-4.9566,14.138
46.525467,-13.0201,-1.3471,-5.4673,14.186
46.525982,-13.1335,-0.6850,-5.6403,14.310
46.528790,-13.2713,-0.5094,-5.2170,14.269
46.532544,-13.3330,-0.8778,-4.5162,14.104
46.538186,-13.3418,-1.2980,-4.3561,14.095
46.542076,-13.1142,-1.0295,-5.7536,14.358
46.546912,-12.3192,0.6157,-9.0329,15.288
46.551444,-11.7132,3.9812,-11.5865,16.950
46.556113,-11.1094,9.1005,-10.0994,17.557
46.561041,-8.0834,14.2696,-2.3032,16.561
46.565845,0.7308,15.3290,10.6223,18.664
46.573213,12.5610,15.9180,16.8564,26.369
46.575853,22.5971,19.4224,13.7152,32.802
46.581336,28.7940,25.0125,6.5947,38.707
46.585533,27.7667,25.9563,-6.5168,38.564
46.621424,18.9436,19.6496,-16.3061,31.794
46.622891,9.7582,13.1957,-15.6944,22.708
46.623733,3.9120,8.5846,-7.2302,11.886
46.624441,0.4686,3.1665,-1.7688,3.657
46.625001,-2.4084,-2.3670,-2.7002,4.324
46.625543,-6.3085,-7.0236,-4.8810,10.628
46.626267,-11.2677,-11.2278,-5.9690,16.990
46.627470,-16.6830,-14.3144,-7.2753,23.155
46.628389,-20.5903,-15.8260,-7.6762,27.080
46.634237,-23.1923,-16.3166,-5.7718,28.938
46.638596,-24.9778,-15.6253,-2.1431,29.540
46.643601,-25.0709,-13.1860,0.9635,28.343
46.649209,-22.3185,-9.2024,2.1979,24.241
46.651828,-19.3783,-4.7534,2.4831,20.107
46.659250,-16.5078,-0.2399,2.3094,16.670
46.661799,-13.9480,4.1386,1.5480,14.631
46.666430,-11.6962,7.9569,0.2945,14.149
46.673337,-9.6351,10.6136,-1.3754,14.401
46.680167,-7.2880,11.8306,-2.9191,14.199
46.681253,-4.7269,11.3680,-3.8337,12.895
46.685794,-2.0853,9.4401,-3.5950,10.314
46.718506,0.3860,6.6557,-2.2112,7.024
46.719598,2.6750,3.6570,-0.5059,4.559
46.720112,4.5586,0.8965,0.3383,4.658
46.720647,6.0158,-1.3913,-0.0303,6.175
46.721158,7.2410,-3.1549,-1.0140,7.963
46.721938,8.0914,-4.3023,-1.9740,9.374
46.722663,8.5513,-4.7222,-2.5487,10.096
46.725350,8.1115,-4.2795,-2.4882,9.503
46.728404,6.3903,-2.9583,-1.7781,7.263
46.736476,4.3874,-1.3449,-0.6881,4.640
46.740256,2.5036,0.1735,0.1758,2.516
46.744760,0.7582,1.4205,0.6071,1.721
46.749206,-0.9163,2.3484,0.5921,2.589
46.774342,-2.3691,2.9242,0.2886,3.775
46.775406,-3.6832,3.0978,-0.0172,4.813
46.775811,-4.6662,2.8550,-0.1567,5.473
46.776362,-5.3015,2.1677,-0.1379,5.729
46.776900,-5.5083,1.1486,0.0248,5.627
46.777435,-5.2602,0.1040,0.1715,5.264
46.782916,-4.5162,-0.8035,0.1593,4.590
46.786057,-3.3713,-1.4690,-0.0255,3.678
46.790942,-1.9723,-1.8498,-0.2061,2.712
46.795940,-0.4024,-1.9560,-0.2174,2.009
46.800985,1.2059,-1.8378,-0.0523,2.199
46.835004,2.7756,-1.5669,0.1961,3.193
46.835750,4.1491,-1.1788,0.2415,4.320
46.836002,5.1519,-0.6949,0.0819,5.199
46.836252,5.6064,-0.1989,-0.1796,5.613
46.836578,5.5012,0.2377,-0.4475,5.524
46.836943,4.9220,0.5597,-0.5306,4.982
46.837179,4.0448,0.6573,-0.4314,4.120
46.840397,3.0670,0.5236,-0.1619,3.116
46.844527,2.1150,0.2376,0.1296,2.132
46.849014,1.2344,-0.0783,0.3190,1.277
46.853487,0.4901,-0.3455,0.3916,0.716
46.857994,-0.1394,-0.5593,0.4090,0.707
46.865197,-0.5588,-0.6770,0.3878,0.960
46.868290,-0.8098,-0.7322,0.4593,1.184
46.878715,-0.7545,-0.7944,0.6019,1.250
46.880498,-0.4488,-0.8372,0.6677,1.161
46.883069,0.0473,-0.8249,0.6546,1.054
46.913008,0.6935,-0.7595,0.5414,1.162
46.915604,1.3991,-0.6149,0.3451,1.567
46.916485,2.0934,-0.4578,0.1589,2.149
46.917314,2.7533,-0.2812,0.1112,2.770
46.917964,3.2317,-0.0992,0.3071,3.248
46.919068,3.4694,0.0766,0.5053,3.507
46.920771,3.4599,0.3301,0.4601,3.506
46.922267,3.2461,0.5847,0.4487,3.329
46.927041,2.9161,0.8091,0.5116,3.069
46.930453,2.5463,1.0202,0.5959,2.807
46.935795,2.1290,1.1341,0.7733,2.533
46.940129,1.7407,1.1822,0.9313,2.301
46.944419,1.4025,1.2242,0.9721,2.100
46.948939,1.1811,1.2553,0.8260,1.911
46.956149,1.1217,1.2945,0.7178,1.857
46.958924,1.1837,1.3417,0.7999,1.960
46.963578,1.3216,1.3804,0.6636,2.023
46.968691,1.5304,1.5610,0.3949,2.221
47.000681,1.8385,1.8785,0.2305,2.639
47.001784,2.3366,2.2014,0.6388,3.273
47.002433,2.8454,2.5015,1.1420,3.957
47.003042,3.3392,2.7197,0.9231,4.404
47.003657,3.6159,2.8224,0.2830,4.596
47.004117,3.9360,2.9836,0.0285,4.939
47.004809,4.4000,3.2704,0.2282,5.487
47.007271,4.7239,3.5663,0.5962,5.949
47.011202,4.8597,3.8817,0.7058,6.260
47.016899,4.8887,4.2191,0.5532,6.481
47.021696,4.9994,4.5020,0.6306,6.757
47.026714,5.1534,4.7470,1.0447,7.084
47.030770,5.2650,4.9736,1.3435,7.366
47.039016,5.2627,5.2156,1.2927,7.521
47.041819,5.2354,5.5663,1.1672,7.730
47.045232,5.2309,5.9730,1.4136,8.065
47.049631,5.2010,6.4121,1.7926,8.449
47.057226,5.1816,6.8287,1.8693,8.774
47.060532,5.2090,7.2519,1.9517,9.140
47.070226,5.2860,7.6995,2.1894,9.593
47.104969,5.3942,8.2292,2.4622,10.143
47.107533,5.4812,8.8695,2.5517,10.734
47.108489,5.5233,9.7106,2.4324,11.433
47.109223,5.4680,10.8923,2.0849,12.365
47.109979,5.5564,12.6106,1.7908,13.896
47.111197,6.0111,14.7388,1.8424,16.024
47.111859,6.8062,17.1313,1.8630,18.528
47.112273,7.9902,19.7743,1.5575,21.384
47.112622,9.7679,22.3967,1.1354,24.460
47.113010,12.3771,24.4286,1.3445,27.418
47.116650,15.9932,24.8784,1.5414,29.616
47.124158,19.7185,23.0590,0.8687,30.353
47.127542,22.5174,19.3821,-1.0080,29.727
47.131421,23.8941,15.1995,-3.9233,28.589
47.136268,24.0117,11.5445,-6.4926,27.422
47.155247,22.9207,8.7502,-8.0342,25.816
47.156510,20.3874,7.0788,-8.1794,23.079
47.157032,17.4318,6.6658,-6.2192,19.672
47.157526,14.4626,7.1330,-4.0340,16.623
47.161316,11.9115,7.9524,-1.8557,14.442
47.164682,10.1897,8.1603,-0.2438,13.057
47.169238,9.2018,8.2189,-0.4380,12.346
47.175436,8.7889,7.8815,-0.7796,11.831
47.179221,8.7332,6.8273,-2.1217,11.286
47.183923,8.5065,5.5607,-4.4691,11.102
47.190392,7.5957,4.4950,-6.4549,10.935
47.195467,5.9061,3.8382,-7.5793,10.347
47.198740,3.5618,3.4629,-7.7873,9.237
47.203174,0.6322,3.2830,-7.0885,7.837
47.225761,-2.5889,3.1377,-3.6417,5.460
47.226443,-5.3412,2.6083,1.0682,6.039
47.226770,-7.3059,1.9348,3.2811,8.239
47.227050,-8.3448,1.1403,1.9461,8.644
47.258236,-8.0178,-0.1477,-0.4840,8.034
47.258877,-6.2444,-1.5963,-1.3357,6.582
47.259163,-3.6378,-2.7830,0.4082,4.598
47.259448,-0.7972,-3.9663,3.2635,5.198
47.259678,1.9579,-5.0364,4.9062,7.299
47.259952,4.3212,-5.8906,4.8099,8.747
47.260178,6.1467,-6.5363,3.7746,9.734
47.262763,7.4811,-6.8722,2.0344,10.360
47.265477,8.6914,-6.8867,0.2365,11.092
47.270806,9.8881,-6.6077,-0.4986,11.903
47.275376,10.9482,-6.0610,0.0499,12.514
47.279617,11.8761,-5.3058,1.5821,13.103
47.285487,12.6000,-4.5931,2.7860,13.697
47.306814,13.0983,-3.9845,2.6821,13.951
47.307776,13.3445,-3.5040,1.7327,13.905
47.308127,13.3034,-3.1145,0.7939,13.686
47.308493,12.8862,-2.5916,0.1193,13.145
47.308951,11.9406,-1.9269,-0.3181,12.099
47.314105,10.4454,-1.2713,-0.4368,10.532
47.319146,8.8394,-0.8001,-0.3428,8.882
47.340558,7.1831,-0.4371,-0.1848,7.199
47.341213,5.4742,-0.1606,-0.2453,5.482
47.341670,3.7144,0.0697,-0.5290,3.753
47.342117,2.0800,0.2264,-0.6719,2.197
47.342617,0.7109,0.2443,-0.8624,1.144
47.378247,-0.2011,0.1846,-0.8555,0.898
47.378924,-1.1655,0.0356,-0.3527,1.218
47.379199,-2.0880,-0.2220,0.2453,2.114
47.379461,-2.8070,-0.6372,0.3593,2.901
47.379778,-3.2422,-1.0924,0.1055,3.423
47.380137,-3.1315,-1.5467,-0.0099,3.493
47.380374,-2.6520,-1.8919,0.1309,3.260
47.382318,-2.0371,-1.9164,0.2417,2.807
47.385968,-1.5415,-1.5210,0.1120,2.168
47.390249,-1.2260,-0.8724,-0.3430,1.543
47.394967,-1.1302,-0.1662,-1.1729,1.637
47.399389,-1.1575,0.5263,-2.0233,2.390
47.408204,-1.2860,1.1551,-2.6404,3.156
47.409301,-1.4724,1.7162,-3.1260,3.858
47.414585,-1.8378,2.3438,-3.7274,4.771
47.418719,-2.4004,3.0837,-4.3889,5.877
47.442928,-3.1495,3.9667,-4.9912,7.111
47.443991,-4.0965,4.9805,-5.2820,8.336
47.444537,-5.0722,6.0508,-5.1011,9.400
47.445157,-5.9944,7.1446,-4.6958,10.442
47.446038,-6.6227,8.0160,-4.4665,11.317
47.447793,-6.9515,8.5389,-4.5886,11.929
47.452668,-7.2003,8.8189,-5.0202,12.443
47.458932,-7.5085,8.8817,-5.5171,12.873
47.463314,-7.9730,8.7887,-5.9481,13.274
47.466728,-8.4669,8.4743,-6.3941,13.579
47.503072,-9.0842,7.9852,-6.7923,13.872
47.503997,-9.7643,7.3396,-6.9222,14.040
47.504388,-10.5662,6.5438,-6.9934,14.261
47.504816,-11.4822,5.6349,-6.9837,14.573
47.505199,-12.4547,4.6886,-6.7207,14.909
47.505618,-13.3789,3.6657,-6.1683,15.182
47.506000,-14.2555,2.6325,-5.7515,15.596
47.507457,-15.1089,1.6865,-5.7327,16.248
47.509614,-16.0895,1.0154,-6.0091,17.205
47.514467,-17.2751,0.6250,-6.2579,18.384
47.520392,-18.3735,0.3488,-6.0784,19.356
47.547445,-19.0398,0.0185,-5.7430,19.887
47.548325,-19.0037,-0.4959,-5.3925,19.760
47.548756,-17.9604,-1.2317,-5.2397,18.750
