time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003328,0.1887,-0.1350,0.2858,0.368
0.004020,0.2050,-0.1109,0.1507,0.278
0.004238,0.1406,-0.0391,0.0157,0.147
0.004462,0.0192,0.0591,-0.0239,0.067
0.004662,-0.0637,0.1117,0.0678,0.145
0.010120,-0.1347,0.1188,0.1022,0.207
0.010557,-0.1365,0.0662,0.0938,0.178
0.015528,-0.1169,0.0064,0.0402,0.124
0.020106,-0.0761,-0.0390,0.0270,0.090
0.025762,-0.0233,-0.0485,0.0377,0.066
0.029565,0.0032,-0.0651,0.0077,0.066
0.034778,-0.0058,-0.0075,0.0445,0.045
0.039216,-0.0316,0.0403,0.0979,0.110
0.044103,-0.0241,0.0667,0.1298,0.148
0.048920,-0.0168,0.0857,0.0972,0.131
0.054482,0.0238,0.0713,0.0980,0.124
0.059237,0.0238,0.0689,0.1322,0.151
0.063605,-0.0094,0.0091,0.1259,0.127
0.068119,-0.0640,-0.0267,0.0623,0.093
0.074224,-0.1089,-0.0624,-0.0275,0.129
0.077406,-0.1564,-0.0838,-0.0289,0.180
0.082812,-0.1801,-0.0717,0.0007,0.194
0.087166,-0.1800,-0.0477,0.0040,0.186
0.092795,-0.1777,-0.0142,0.0026,0.178
0.098510,-0.1707,0.0025,-0.0038,0.171
0.101863,-0.1613,-0.0094,-0.0007,0.162
0.106350,-0.1232,-0.0572,0.0454,0.143
0.111206,-0.0638,-0.0882,0.0460,0.118
0.116125,-0.0163,-0.1359,0.0349,0.141
0.121410,0.0191,-0.1238,-0.0406,0.132
0.125536,0.0449,-0.0902,-0.0848,0.132
0.130304,0.0517,-0.0495,-0.0575,0.092
0.135878,0.0538,-0.0016,0.0056,0.054
0.139938,0.0392,0.0318,0.0543,0.074
0.144616,0.0248,0.0438,0.0862,0.100
0.149603,0.0271,0.0772,0.0845,0.118
0.154229,0.0607,0.0581,0.0423,0.094
0.159918,0.0918,0.0413,0.0050,0.101
0.164124,0.1183,-0.0160,-0.0323,0.124
0.168666,0.1305,-0.0613,-0.0672,0.159
0.173780,0.1396,-0.0773,-0.0468,0.166
0.178413,0.0871,-0.0694,0.0305,0.115
0.186380,0.0448,-0.0663,0.1025,0.130
0.187682,-0.0210,-0.0585,0.1076,0.124
0.192592,-0.0719,-0.0270,0.1056,0.131
0.198027,-0.1224,0.0185,0.1273,0.178
0.202739,-0.1441,0.0280,0.1465,0.207
0.207197,-0.1230,0.0279,0.1276,0.179
0.213617,-0.0903,0.0183,0.1253,0.156
0.217448,-0.0247,-0.0102,0.1114,0.115
0.221296,0.0710,-0.0290,0.0382,0.086
0.226988,0.1659,-0.0666,-0.0556,0.187
0.231129,0.2151,-0.0588,-0.0800,0.237
0.235882,0.2050,-0.0392,-0.0709,0.220
0.240366,0.1145,-0.0054,-0.0476,0.124
0.246953,0.0346,0.0209,-0.0412,0.058
0.250468,-0.0233,0.0352,-0.0039,0.042
0.255244,-0.0879,0.0257,0.0282,0.096
0.260051,-0.1236,0.0020,0.0435,0.131
0.264837,-0.1259,-0.0311,0.0681,0.146
0.269254,-0.1068,-0.0449,0.0806,0.141
0.275049,-0.0856,-0.0609,0.0338,0.110
0.280848,-0.0813,-0.0317,-0.0174,0.089
0.283935,-0.0534,0.0138,-0.0540,0.077
0.288425,-0.0355,0.0660,-0.0239,0.079
0.294140,-0.0036,0.0941,0.0223,0.097
0.298280,0.0352,0.1005,0.0421,0.115
0.305187,0.0452,0.0999,-0.0212,0.112
0.307505,0.0102,0.0707,-0.0840,0.110
0.321687,-0.0196,0.0347,-0.1060,0.113
0.322482,-0.0610,-0.0437,-0.0567,0.094
0.325444,-0.0736,-0.1001,0.0324,0.128
0.326920,-0.1124,-0.1347,0.1065,0.205
0.332184,-0.1581,-0.1358,0.1067,0.234
0.336374,-0.1892,-0.1156,0.0618,0.230
0.341102,-0.2035,-0.0718,0.0411,0.220
0.346870,-0.2299,-0.0355,0.0371,0.236
0.350907,-0.2396,-0.0019,0.0521,0.245
0.355566,-0.2139,0.0124,0.0788,0.228
0.360249,-0.1931,0.0171,0.1125,0.224
0.365373,-0.1584,0.0431,0.1624,0.231
0.369849,-0.1147,0.0688,0.1053,0.170
0.375546,-0.0572,0.0730,0.0415,0.102
0.380316,0.0115,0.0771,-0.0170,0.080
0.384164,0.1035,0.0740,-0.0512,0.137
0.388925,0.1876,0.0544,-0.0377,0.199
0.394588,0.2806,0.0160,-0.0290,0.283
0.398891,0.3114,-0.0292,-0.0582,0.318
0.403556,0.2783,-0.0265,-0.0564,0.285
0.408318,0.1913,0.0023,-0.0284,0.193
0.413084,0.1076,0.0143,0.0372,0.115
0.418041,0.0032,0.0238,0.0974,0.100
0.422761,-0.1027,0.0048,0.1336,0.169
0.428364,-0.1675,-0.0307,0.1316,0.215
0.432452,-0.1938,-0.0446,0.1059,0.225
0.437933,-0.2082,-0.0607,0.1208,0.248
0.441665,-0.2013,-0.0838,0.1237,0.251
0.446779,-0.1899,-0.0878,0.1124,0.237
0.451608,-0.1454,-0.0681,0.0868,0.183
0.455962,-0.1016,-0.0390,0.0758,0.133
0.461747,-0.0344,0.0159,0.0292,0.048
0.465950,0.0368,0.0585,-0.0099,0.070
0.470936,0.1313,0.0699,-0.0865,0.172
0.476192,0.1990,0.0622,-0.1435,0.253
0.482589,0.2380,0.0357,-0.1835,0.303
0.486282,0.2460,-0.0120,-0.1427,0.285
0.492222,0.2708,-0.0402,-0.0312,0.276
0.496227,0.2625,-0.0753,0.0177,0.274
0.501610,0.2427,-0.0863,0.0212,0.258
0.504638,0.1735,-0.0949,-0.0013,0.198
0.509370,0.1287,-0.0653,-0.0308,0.148
0.527351,0.0916,-0.0147,-0.0173,0.094
0.528168,0.0430,0.0379,-0.0538,0.079
0.528464,0.0660,0.0877,-0.0379,0.116
0.528767,0.0508,0.0873,-0.0458,0.111
0.537445,0.0998,0.0536,-0.0727,0.135
0.537944,0.1106,-0.0059,-0.1018,0.150
0.543209,0.1312,-0.0410,-0.0808,0.159
0.549550,0.1329,-0.0712,0.0135,0.151
0.553907,0.1371,-0.0725,0.0714,0.171
0.557020,0.1318,-0.0525,0.1287,0.192
0.563065,0.1314,-0.0066,0.1570,0.205
0.567392,0.1049,0.0533,0.1424,0.185
0.573181,0.0956,0.1031,0.0404,0.146
0.577360,0.1127,0.1573,-0.0559,0.201
0.581513,0.1155,0.1589,-0.0969,0.219
0.586149,0.1302,0.1178,-0.0451,0.181
0.591454,0.1401,0.0390,-0.0248,0.148
0.601158,0.0979,-0.0390,-0.0498,0.117
0.602339,-0.0813,-0.3181,-0.0723,0.336
0.608318,-0.0265,-0.3647,0.1877,0.411
0.609890,0.0890,-0.1238,0.3960,0.424
0.627914,0.1795,0.0557,0.1758,0.257
0.629664,0.2412,0.1673,-0.0235,0.294
0.630394,0.2204,0.2496,-0.0575,0.338
0.630828,0.1437,0.2436,0.0414,0.286
0.639919,0.0868,0.1593,0.1086,0.211
0.641183,0.0470,0.0639,0.0924,0.122
0.647174,-0.0161,-0.0022,0.0765,0.078
0.651979,-0.0906,-0.0299,0.0561,0.111
0.653062,-0.1314,-0.0193,0.0004,0.133
0.657988,-0.1887,-0.0397,-0.0028,0.193
0.664130,-0.2435,-0.0885,0.0295,0.261
0.667581,-0.3077,-0.1155,0.0946,0.342
0.673397,-0.3574,-0.0854,0.0737,0.375
0.676856,-0.3839,-0.0297,0.0462,0.388
0.685431,-0.4300,-0.1773,-0.0577,0.469
0.687298,-0.4240,-0.1312,-0.0925,0.453
0.691515,-0.3686,0.1418,-0.0462,0.398
0.701204,-0.2755,0.3403,-0.0217,0.438
0.702387,-0.1756,0.4071,-0.1071,0.456
0.705922,-0.1044,0.3591,-0.2165,0.432
0.710955,-0.0951,0.2491,-0.2590,0.372
0.721310,-0.1073,0.1081,-0.1919,0.245
0.721789,-0.0982,-0.0637,-0.1467,0.188
0.725003,-0.0799,-0.2210,-0.0587,0.242
0.729422,-0.0092,-0.6267,-0.0641,0.630
0.734752,0.3914,-1.4525,-0.1245,1.509
0.739364,0.5797,-1.3164,-0.0702,1.440
0.744012,0.3479,-0.4897,-0.0086,0.601
0.748899,-0.1086,0.3838,-0.0066,0.399
0.753772,-0.4031,0.9142,-0.0280,0.999
0.758336,-0.4732,0.9921,-0.0492,1.100
0.763146,-0.4547,0.8071,0.0491,0.928
0.767961,-0.4477,0.4289,0.1801,0.646
0.772691,-0.4808,0.0512,0.2745,0.556
0.777468,-0.5305,-0.2113,0.2994,0.645
0.785618,-0.6309,-0.3182,0.2360,0.745
0.787565,-0.6059,-0.3558,0.1039,0.710
0.791650,-0.3961,-0.3220,-0.0111,0.511
0.796678,-0.1540,-0.1855,-0.0351,0.244
0.802578,0.0133,-0.0470,0.0245,0.055
0.806837,0.1258,0.0868,0.0840,0.174
0.811345,0.1552,0.1630,0.1360,0.263
0.828124,0.0730,0.1987,0.1690,0.271
0.829871,-0.0159,0.1675,0.1805,0.247
0.830530,-0.0665,0.0669,0.1779,0.201
0.838557,-0.0719,-0.0240,0.1469,0.165
0.840182,-0.0871,-0.1100,0.1470,0.203
0.840736,-0.0474,-0.1553,0.1257,0.205
0.844896,-0.0269,-0.1480,0.1356,0.203
0.850104,-0.0016,-0.1120,0.0931,0.146
0.857450,-0.0003,-0.0570,0.0411,0.070
0.860188,0.0202,-0.0450,0.0369,0.062
0.864498,0.0477,-0.0522,0.0710,0.100
0.868543,0.0823,-0.0355,0.1123,0.144
0.874402,0.0717,-0.0475,0.0556,0.102
0.879993,0.0613,-0.0379,-0.0439,0.084
0.885163,0.0081,-0.0426,-0.0956,0.105
0.890776,-0.0235,-0.0354,-0.1114,0.119
0.892419,-0.0766,-0.0760,-0.0986,0.146
0.905248,-0.1059,-0.1930,-0.0930,0.239
0.906778,-0.2073,-0.2741,-0.0804,0.353
0.909000,-0.2494,-0.2117,-0.0441,0.330
0.911795,-0.2584,-0.0563,0.0447,0.268
0.925287,-0.2345,0.1132,0.1454,0.298
0.925833,-0.2135,0.2513,0.1336,0.356
0.926057,-0.1736,0.3223,0.0429,0.369
0.934333,-0.0811,0.3766,0.0455,0.388
0.935431,0.0473,0.3471,0.1054,0.366
0.940757,0.1734,0.2914,0.1484,0.370
0.945401,0.2329,0.1761,0.1485,0.328
0.950346,0.2140,0.0395,0.1154,0.246
0.954892,0.1692,-0.1017,0.1040,0.223
0.959371,0.0933,-0.1829,0.1263,0.241
0.964871,-0.0088,-0.2211,0.1941,0.294
0.969522,-0.1252,-0.1803,0.2097,0.304
0.983598,-0.2489,-0.1063,0.1921,0.332
0.986819,-0.3630,-0.0132,0.2225,0.426
0.988040,-0.5035,0.0702,0.2672,0.574
0.989264,-0.6109,0.1223,0.2929,0.688
0.993878,-0.6708,0.1002,0.3259,0.752
0.998475,-0.7049,0.0637,0.3900,0.808
1.007871,-0.6893,-0.0230,0.4445,0.821
1.011685,-0.6219,-0.1049,0.4274,0.762
1.012968,-0.5290,-0.1677,0.3555,0.659
1.020896,-0.3842,-0.1923,0.2957,0.522
1.035630,-0.2925,-0.1619,0.2384,0.411
1.036971,-0.2227,-0.0718,0.1836,0.297
1.037524,-0.1557,0.0276,0.1290,0.204
1.039936,-0.0866,0.1317,0.0891,0.181
1.042638,-0.0344,0.1640,0.0207,0.169
1.046250,0.0249,0.1747,-0.0163,0.177
1.062471,0.0675,0.1089,-0.0246,0.130
1.063550,0.1055,0.0528,-0.0207,0.120
1.063898,0.1151,-0.0319,-0.0024,0.119
1.067636,0.0555,-0.1116,0.0279,0.128
1.069700,0.0081,-0.1340,0.0870,0.160
1.075569,-0.0059,-0.1204,0.1056,0.160
1.080460,-0.0345,-0.0591,0.1194,0.138
1.084151,-0.0229,-0.0146,0.1117,0.115
1.089885,-0.0307,0.0512,0.0874,0.106
1.096749,0.0045,0.0907,0.0991,0.134
1.113129,0.0420,0.1159,0.0702,0.142
1.114100,0.0221,0.1338,0.0510,0.145
1.114631,0.0239,0.1206,0.1202,0.172
1.115004,-0.0245,0.0740,0.1177,0.141
1.120276,-0.0823,0.0323,0.0795,0.119
1.125607,-0.1256,-0.0142,0.0654,0.142
1.128603,-0.1713,-0.0630,0.1135,0.215
1.133738,-0.1955,-0.1045,0.1114,0.248
1.136899,-0.2056,-0.1461,0.1071,0.274
1.141611,-0.1704,-0.1517,0.1027,0.250
1.146362,-0.0829,-0.1335,0.1104,0.192
1.154003,-0.0314,-0.1177,0.0990,0.157
1.156360,0.0415,-0.0589,0.0472,0.086
1.160650,0.0714,-0.0192,-0.0068,0.074
1.165673,0.1086,0.0443,-0.0105,0.118
1.171067,0.1435,0.1006,0.0122,0.176
1.175405,0.1354,0.1042,0.0374,0.175
1.179988,0.1369,0.1102,0.0102,0.176
1.184954,0.1219,0.0948,-0.0170,0.155
1.189610,0.1213,0.0602,-0.0011,0.135
1.195920,0.0850,0.0257,0.0508,0.102
1.201666,0.0488,-0.0159,0.0812,0.096
1.213158,0.0150,-0.0407,0.1068,0.115
1.214636,-0.0211,-0.0511,0.1231,0.135
1.215298,-0.0191,-0.0688,0.1061,0.128
1.226949,-0.0459,-0.0744,0.0893,0.125
1.227526,-0.0679,-0.0992,0.0894,0.150
1.227682,-0.1042,-0.1526,0.1160,0.218
1.237939,-0.1356,-0.1821,0.1713,0.284
1.238769,-0.2244,-0.2354,0.2721,0.424
1.242837,-0.2891,-0.2456,0.3921,0.546
1.246996,-0.3373,-0.2391,0.5171,0.662
1.253046,-0.3330,-0.1954,0.5404,0.664
1.256983,-0.3432,-0.1331,0.5545,0.666
1.261480,-0.2681,-0.0714,0.5261,0.595
1.267690,-0.1772,-0.0386,0.4603,0.495
1.271673,-0.0303,-0.0157,0.3884,0.390
1.276081,0.1012,0.0617,0.3387,0.359
1.284102,0.2364,0.1384,0.3184,0.420
1.288043,0.3660,0.1945,0.3174,0.522
1.293123,0.4431,0.2266,0.2523,0.558
1.295376,0.4749,0.2420,0.2019,0.570
1.300830,0.5044,0.2216,0.1804,0.580
1.305593,0.4770,0.1486,0.1760,0.530
1.310566,0.3736,0.0519,0.0764,0.385
1.322883,0.2159,-0.0805,-0.0563,0.237
1.324391,0.0302,-0.2007,-0.1195,0.236
1.325107,-0.1790,-0.3280,-0.1515,0.403
1.346746,-0.3737,-0.3546,-0.1096,0.527
1.348153,-0.5445,-0.3669,-0.0462,0.658
1.348803,-0.6392,-0.3075,-0.0377,0.710
1.349314,-0.6628,-0.3295,-0.0602,0.743
1.352495,-0.5817,-0.3969,-0.0803,0.709
1.354247,-0.5012,-0.3543,-0.0743,0.618
1.357596,-0.3950,-0.1349,-0.1017,0.430
1.362421,-0.2272,0.1463,-0.1672,0.318
1.368201,-0.0360,0.3627,-0.2661,0.451
1.373846,0.2123,0.4139,-0.3292,0.570
1.377845,0.4512,0.3098,-0.2658,0.608
1.383875,0.6451,0.0792,-0.1690,0.672
1.389582,0.6916,-0.1128,-0.1534,0.717
1.390820,0.6362,-0.2662,-0.2330,0.728
1.395479,0.5338,-0.3501,-0.3291,0.718
1.403469,0.3768,-0.3573,-0.3270,0.614
1.406069,0.2511,-0.3191,-0.1959,0.451
1.410788,0.1254,-0.2021,-0.0029,0.238
1.415863,0.0452,-0.0709,0.0754,0.113
1.421338,-0.0207,0.0984,0.0726,0.124
1.425087,-0.0507,0.2508,0.0388,0.259
1.429806,-0.0423,0.3528,0.0073,0.355
1.439267,0.0617,0.3950,0.0307,0.401
1.440843,0.2256,0.2985,0.0469,0.377
1.444062,0.4087,0.1448,0.0130,0.434
1.449277,0.5348,-0.0301,-0.0589,0.539
1.453438,0.6159,-0.1163,-0.1376,0.642
1.458085,0.6043,-0.1331,-0.2328,0.661
1.462949,0.5955,-0.0900,-0.2062,0.637
1.468265,0.5202,-0.0398,-0.0960,0.530
1.472828,0.4238,0.0175,-0.0050,0.424
1.477214,0.3279,0.0390,0.0407,0.333
1.482397,0.1991,0.0294,0.0079,0.201
1.487563,0.0516,-0.0017,-0.0725,0.089
1.491999,-0.0954,-0.0541,-0.0836,0.138
1.497845,-0.2062,-0.1113,-0.0064,0.234
1.501480,-0.2788,-0.1445,0.0779,0.324
1.506209,-0.2990,-0.1513,0.1670,0.374
1.512240,-0.2312,-0.0985,0.2155,0.331
1.519568,-0.1398,-0.0337,0.1831,0.233
1.522997,-0.0178,-0.0216,0.1057,0.109
1.525440,0.0899,-0.0309,0.0190,0.097
1.531311,0.1930,-0.0569,-0.0149,0.202
1.549716,0.2486,-0.1068,0.0157,0.271
1.550665,0.2545,-0.1637,0.0846,0.314
1.550963,0.1988,-0.2062,0.1105,0.307
1.551270,0.1076,-0.2199,0.0984,0.264
1.556378,-0.0429,-0.1880,0.1247,0.230
1.558831,-0.1716,-0.1228,0.2036,0.293
1.568504,-0.2239,-0.0457,0.2661,0.351
1.569394,-0.2167,0.0123,0.2640,0.342
1.573722,-0.1883,0.0749,0.2286,0.305
1.579622,-0.1457,0.1351,0.2745,0.339
1.588124,-0.0532,0.1546,0.3230,0.362
1.591595,0.0580,0.1597,0.3572,0.396
1.592906,0.1924,0.1267,0.2648,0.351
1.597664,0.3454,0.1032,0.1081,0.376
1.603337,0.4621,0.0821,-0.0626,0.474
1.609967,0.5262,0.1018,-0.3260,0.627
1.611376,0.5071,0.1143,-0.5676,0.770
1.627807,0.3667,0.1173,-0.5989,0.712
1.628700,0.1553,0.0821,-0.4468,0.480
1.629010,-0.1250,-0.0105,-0.2429,0.273
1.630983,-0.4005,-0.0934,-0.0564,0.415
1.639502,-0.6091,-0.1021,0.0939,0.625
1.640131,-0.7296,-0.0821,0.1459,0.749
1.645180,-0.7336,-0.0622,0.1193,0.746
1.651330,-0.6477,-0.0351,-0.0007,0.649
1.655073,-0.5075,-0.0105,-0.1302,0.524
1.659443,-0.3414,-0.0075,-0.1620,0.378
1.664016,-0.1348,-0.0188,-0.1270,0.186
1.670689,0.0047,-0.0348,-0.0755,0.083
1.675049,0.0772,-0.0748,-0.0792,0.133
1.679592,0.1137,-0.1170,-0.1069,0.195
1.684420,0.1502,-0.1783,-0.1612,0.283
1.688832,0.1844,-0.1989,-0.1248,0.299
1.693145,0.2498,-0.1884,-0.0432,0.316
1.697709,0.3561,-0.1826,0.1027,0.413
1.703044,0.4887,-0.1673,0.1553,0.539
1.707421,0.6023,-0.2141,0.0744,0.643
1.712093,0.6322,-0.2201,-0.0158,0.670
1.720467,0.5478,-0.1592,-0.1105,0.581
1.721887,0.3731,-0.0601,-0.1146,0.395
1.726734,0.1273,0.0724,-0.0832,0.168
1.731298,-0.1059,0.1521,-0.0832,0.203
1.737937,-0.2479,0.1385,-0.0522,0.289
1.740640,-0.2775,0.0508,-0.0572,0.288
1.745437,-0.1494,-0.0534,-0.0645,0.171
1.750482,0.0478,-0.1480,-0.0432,0.161
1.755265,0.2856,-0.2042,-0.0603,0.356
1.760345,0.5426,-0.2053,-0.0916,0.587
1.764719,0.7064,-0.1777,-0.1537,0.744
1.769612,0.7727,-0.1357,-0.2155,0.814
1.774709,0.7200,-0.0937,-0.3633,0.812
1.778762,0.5415,0.0056,-0.4681,0.716
1.788784,0.3255,0.0785,-0.4468,0.558
1.789100,0.1747,0.0891,-0.1587,0.252
1.794492,0.0960,0.0471,0.1668,0.198
1.799096,0.0317,-0.0187,0.2628,0.265
1.807978,-0.0971,-0.0557,0.1753,0.208
1.808830,-0.2187,-0.0233,-0.0098,0.220
1.815257,-0.3308,0.0426,-0.1133,0.352
1.830710,-0.4263,0.1322,-0.0974,0.457
1.832319,-0.5315,0.1548,0.0114,0.554
1.832892,-0.6344,0.1725,0.1415,0.673
1.833628,-0.6825,0.1210,0.1091,0.702
1.841633,-0.6712,0.0599,0.0122,0.674
1.842632,-0.5648,-0.0011,-0.0538,0.567
1.846585,-0.3730,-0.0286,-0.0769,0.382
1.852457,-0.1579,-0.0227,-0.0906,0.183
1.855974,0.0280,0.0024,-0.1282,0.131
1.862564,0.1775,-0.0085,-0.2231,0.285
1.868592,0.2217,0.0213,-0.2703,0.350
1.870593,0.2253,0.0415,-0.2721,0.356
1.876020,0.1408,0.1047,-0.2838,0.334
1.881722,0.0208,0.1462,-0.2838,0.320
1.886967,-0.0871,0.1638,-0.2269,0.293
1.889426,-0.1616,0.1312,-0.2106,0.296
1.895325,-0.2316,0.0532,-0.3137,0.394
1.900260,-0.2444,-0.0318,-0.5217,0.577
1.905425,-0.2023,-0.1240,-0.5987,0.644
1.911370,-0.1436,-0.2018,-0.4900,0.549
1.915070,-0.0991,-0.2151,-0.2625,0.354
1.927907,-0.0835,-0.2450,-0.1118,0.282
1.928453,-0.0681,-0.2224,-0.1235,0.263
1.928801,-0.0577,-0.2284,-0.1998,0.309
1.936456,-0.0259,-0.2512,-0.2235,0.337
1.936983,-0.0443,-0.2883,-0.2308,0.372
1.941903,-0.0788,-0.2537,-0.1715,0.316
1.947351,-0.0531,-0.1881,-0.0814,0.212
1.951609,0.0303,-0.1058,-0.0082,0.110
1.956127,0.1973,-0.0117,0.0601,0.207
1.961208,0.4737,0.1206,0.0685,0.494
1.965773,0.8427,0.2430,0.0217,0.877
1.970943,1.2134,0.3725,-0.0515,1.270
1.975780,1.4882,0.4516,-0.1628,1.564
1.980767,1.6012,0.4925,-0.2976,1.701
1.985449,1.5386,0.4283,-0.3725,1.640
1.990121,1.2341,0.3187,-0.3401,1.319
1.994803,0.7618,0.1759,-0.1815,0.803
2.006816,0.2718,0.0070,-0.0686,0.280
2.007565,-0.1745,-0.1163,-0.0872,0.227
2.009108,-0.4342,-0.2346,-0.1416,0.513
2.014373,-0.5342,-0.2668,-0.1125,0.608
2.024514,-0.4674,-0.2609,0.0143,0.535
2.025224,-0.3294,-0.2286,0.1478,0.427
2.028232,-0.1606,-0.1702,0.2262,0.325
2.035309,0.0201,-0.1309,0.2210,0.258
2.038911,0.1434,-0.1418,0.1873,0.275
2.043538,0.2407,-0.1932,0.1083,0.327
2.048060,0.2952,-0.2565,-0.0825,0.400
2.053561,0.2974,-0.2862,-0.2325,0.474
2.058521,0.3309,-0.2872,-0.3059,0.534
2.061998,0.3452,-0.2619,-0.3148,0.536
2.066549,0.3836,-0.1698,-0.3046,0.518
2.071113,0.4721,-0.0848,-0.3802,0.612
2.078125,0.5726,0.0215,-0.3962,0.697
2.080802,0.6566,0.0942,-0.2977,0.727
2.086192,0.7244,0.1238,-0.1256,0.746
2.090592,0.6853,0.1056,-0.0088,0.693
2.095154,0.5874,0.0779,0.0316,0.593
2.102563,0.4451,0.0360,0.0218,0.447
2.109049,0.3611,-0.0368,0.0215,0.364
2.109625,0.2921,-0.1573,0.0140,0.332
2.114687,0.2715,-0.2346,0.0305,0.360
2.119307,0.2849,-0.2520,0.0230,0.381
2.124103,0.3296,-0.2335,-0.0249,0.405
2.128789,0.3865,-0.2078,-0.1107,0.453
2.134330,0.4293,-0.1628,-0.2536,0.525
2.138270,0.4560,-0.0797,-0.3293,0.568
2.144082,0.4616,0.0177,-0.2618,0.531
2.147558,0.4223,0.0911,-0.0610,0.436
2.152986,0.3333,0.1644,0.1180,0.390
2.157566,0.2518,0.2114,0.0723,0.337
2.162272,0.1394,0.2130,-0.2026,0.325
2.167378,-0.0065,0.1788,-0.4965,0.528
2.172689,-0.1788,0.1110,-0.5612,0.599
2.177100,-0.3512,0.0288,-0.3015,0.464
2.181606,-0.5380,-0.0270,0.0053,0.539
2.187459,-0.7585,-0.0158,0.0801,0.763
2.192621,-0.9579,0.0216,0.0545,0.960
2.196883,-1.1102,0.1163,0.0839,1.119
2.223552,-1.1630,0.1796,0.2037,1.194
2.226007,-1.1522,0.1831,0.3471,1.217
2.227636,-1.0943,0.1267,0.4519,1.191
2.228797,-1.0516,0.0679,0.4419,1.143
2.230174,-1.0047,0.0044,0.2720,1.041
2.230947,-0.9635,0.0221,0.0497,0.965
2.233777,-0.8636,0.0541,-0.1367,0.876
2.248161,-0.7122,0.0906,-0.1607,0.736
2.249669,-0.5379,0.1007,-0.0631,0.551
2.250417,-0.3931,0.0510,-0.0303,0.398
2.250806,-0.2989,-0.0250,-0.1027,0.317
2.258475,-0.2789,-0.1439,-0.2012,0.373
2.259711,-0.2564,-0.2364,-0.2498,0.429
2.265176,-0.3127,-0.3002,-0.2341,0.493
2.269128,-0.3259,-0.2683,-0.1687,0.455
2.273065,-0.2749,-0.1697,-0.1015,0.339
2.278463,-0.1238,-0.0498,-0.0489,0.142
2.283127,0.1103,0.0747,-0.0635,0.148
2.287726,0.4012,0.1632,-0.0374,0.435
2.292966,0.6559,0.1679,-0.0304,0.678
2.297724,0.8677,0.1536,-0.0828,0.885
2.302942,0.9485,0.1370,-0.1876,0.977
2.306288,0.9822,0.1373,-0.1894,1.010
2.311759,0.9498,0.1424,-0.1747,0.976
2.316253,0.8465,0.1045,-0.0095,0.853
2.323353,0.6506,0.0691,0.1603,0.674
2.325740,0.3836,0.0076,0.1965,0.431
2.331248,0.1458,-0.0489,0.1493,0.214
2.334788,-0.0939,-0.0982,0.0998,0.169
2.339536,-0.2686,-0.0805,0.0671,0.288
2.344466,-0.3188,-0.0366,0.1203,0.343
2.349064,-0.2996,-0.0023,0.2211,0.372
2.356064,-0.2039,0.0320,0.2834,0.351
2.359160,-0.0390,0.0806,0.2478,0.263
2.364343,0.1686,0.1458,0.1024,0.245
2.368999,0.3878,0.1537,-0.0570,0.421
2.376117,0.5972,0.1687,-0.2207,0.659
2.378125,0.7395,0.1671,-0.2909,0.812
2.383452,0.8151,0.1224,-0.2774,0.870
2.388374,0.7909,0.0445,-0.2710,0.837
2.394258,0.6886,-0.0357,-0.2074,0.720
2.396841,0.4368,-0.1252,-0.1224,0.471
2.404363,0.1978,-0.2193,0.0294,0.297
2.410485,-0.0575,-0.3109,0.1477,0.349
2.412263,-0.2527,-0.3760,0.2733,0.529
2.416739,-0.3930,-0.4195,0.3035,0.650
2.424159,-0.4903,-0.4031,0.2621,0.687
2.425933,-0.5401,-0.3438,0.2017,0.671
2.431027,-0.4944,-0.2416,0.1770,0.578
2.435715,-0.3343,-0.1396,0.1189,0.381
2.440612,-0.1697,-0.0592,0.0632,0.190
2.445931,0.0209,-0.0195,-0.0259,0.039
2.450712,0.1899,-0.0061,-0.1124,0.221
2.456177,0.2705,-0.0238,-0.1583,0.314
2.459356,0.2605,-0.0151,-0.1515,0.302
2.464486,0.2100,-0.0303,-0.0777,0.226
2.470532,0.1236,-0.0072,0.0393,0.130
2.474663,0.0249,0.0326,0.0821,0.092
2.478919,-0.0768,0.0412,-0.0351,0.094
2.484268,-0.1338,0.0879,-0.1067,0.192
2.490507,-0.2177,0.1297,-0.1231,0.282
2.496055,-0.3475,0.1834,-0.0990,0.405
2.497805,-0.4940,0.2035,0.0110,0.534
2.509135,-0.6835,0.1900,0.1230,0.720
2.511517,-0.8609,0.1263,0.2344,0.901
2.515836,-1.0001,0.0482,0.3479,1.060
2.534258,-1.0753,-0.0154,0.4183,1.154
2.535483,-1.0533,-0.0815,0.4410,1.145
2.535889,-0.9200,-0.0974,0.3753,0.998
2.536176,-0.7400,-0.0968,0.2643,0.792
2.540308,-0.5203,-0.0818,0.1557,0.549
2.541126,-0.3226,-0.0718,0.0972,0.345
2.547175,-0.2090,-0.0546,-0.0352,0.219
2.551407,-0.1363,-0.0207,-0.1554,0.208
2.555925,-0.0808,0.0155,-0.1943,0.211
2.560584,-0.0399,-0.0010,-0.1567,0.162
2.565374,-0.0208,-0.0748,-0.1311,0.152
2.570759,-0.0424,-0.1533,-0.1341,0.208
2.574888,-0.1306,-0.2389,-0.1467,0.309
2.578906,-0.2019,-0.2550,-0.1595,0.362
2.585249,-0.2301,-0.2282,-0.1679,0.365
2.590106,-0.1749,-0.1442,-0.1383,0.266
