time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003043,0.9502,-0.3283,0.2066,1.026
0.003391,0.6420,-0.3064,-0.0531,0.713
0.003551,0.2514,-0.1460,-0.1074,0.310
0.003708,-0.0647,0.0022,0.0339,0.073
0.003863,-0.2708,0.1383,0.2205,0.376
0.004016,-0.4008,0.1907,0.2611,0.515
0.004168,-0.4449,0.1522,0.1803,0.504
0.011939,-0.4247,0.1090,0.0567,0.442
0.012367,-0.3832,0.0444,0.0098,0.386
0.018943,-0.2774,0.0109,0.0323,0.280
0.019328,-0.1577,-0.0297,0.0620,0.172
0.024475,-0.0334,-0.0654,0.0488,0.088
0.028075,0.0452,-0.0796,0.0262,0.095
0.034072,0.1287,-0.0794,0.0202,0.153
0.038037,0.1928,-0.0577,0.0166,0.202
0.042755,0.2379,-0.0384,0.0392,0.244
0.048087,0.2615,-0.0383,0.0523,0.269
0.051648,0.2160,0.0048,0.0177,0.217
0.056801,0.1564,0.0144,-0.0433,0.163
0.061474,0.0709,0.0144,-0.1138,0.135
0.067169,-0.0408,0.0239,-0.1222,0.131
0.072036,-0.1738,0.0120,-0.0901,0.196
0.076238,-0.2711,0.0048,-0.0102,0.271
0.080964,-0.2919,-0.0023,0.0123,0.292
0.086592,-0.2605,-0.0071,0.0061,0.261
0.095436,-0.2316,-0.0261,-0.0025,0.233
0.096135,-0.1623,-0.0308,0.0297,0.168
0.099968,-0.0765,-0.0497,0.0522,0.105
0.104998,0.0163,-0.0448,0.0295,0.056
0.109859,0.1282,-0.0399,0.0425,0.141
0.114250,0.2352,-0.0230,0.0675,0.246
0.119939,0.3039,-0.0396,0.1092,0.325
0.124044,0.3179,-0.0252,0.0792,0.329
0.128848,0.3130,-0.0036,0.0398,0.315
0.133344,0.2629,0.0037,0.0004,0.263
0.138670,0.1606,0.0228,-0.0320,0.165
0.143443,0.0657,0.0467,-0.0069,0.081
0.147908,-0.0219,0.0084,-0.0033,0.024
0.152586,-0.1071,-0.0012,0.0266,0.110
0.157620,-0.1755,-0.0513,0.0087,0.183
0.162346,-0.2129,-0.0704,0.0698,0.235
0.168005,-0.1836,-0.1300,0.0686,0.235
0.171927,-0.1211,-0.1321,0.0652,0.191
0.177596,-0.0158,-0.0984,0.0427,0.108
0.182501,0.1014,-0.0719,0.0609,0.138
0.185764,0.1539,0.0024,0.0384,0.159
0.191498,0.1827,0.0693,0.0135,0.196
0.196083,0.1831,0.1051,-0.0161,0.212
0.201535,0.1478,0.1289,-0.0146,0.197
0.205501,0.0912,0.1121,-0.0156,0.145
0.210542,-0.0084,0.0594,0.0430,0.074
0.215147,-0.1046,-0.0052,0.0583,0.120
0.219802,-0.2215,-0.0715,0.0546,0.239
0.224784,-0.2589,-0.1048,-0.0084,0.279
0.229580,-0.2279,-0.1299,-0.0328,0.264
0.234164,-0.1499,-0.1240,-0.0238,0.196
0.239131,0.0269,-0.0706,-0.0290,0.081
0.243803,0.1594,-0.0296,0.0131,0.163
0.249982,0.2625,0.0016,0.0809,0.275
0.253315,0.2938,0.0088,0.0678,0.302
0.260024,0.2872,-0.0030,-0.0045,0.287
0.263225,0.2595,-0.0100,-0.0690,0.269
0.267668,0.2109,-0.0193,-0.0761,0.225
0.272378,0.1200,-0.0286,-0.0072,0.124
0.277589,0.0324,-0.0331,0.0824,0.095
0.281988,-0.0307,-0.0351,0.1216,0.130
0.295770,-0.0958,-0.0442,0.1204,0.160
0.296474,-0.0774,-0.0770,0.0909,0.142
0.296723,-0.0476,-0.0928,0.1117,0.153
0.301299,0.0295,-0.0872,0.1560,0.181
0.306225,0.0918,-0.0365,0.1978,0.221
0.310950,0.1750,0.0067,0.1944,0.262
0.315730,0.1984,0.0305,0.1390,0.244
0.321067,0.2076,0.0446,0.1174,0.243
0.325432,0.1647,0.0254,0.0629,0.178
0.330087,0.1485,0.0040,0.0398,0.154
0.335878,0.0875,-0.0339,0.0525,0.108
0.341147,0.0698,-0.0786,0.0888,0.138
0.344360,0.0951,-0.0588,0.1202,0.164
0.349312,0.1132,-0.0559,0.1278,0.180
0.355787,0.1882,-0.0553,0.0833,0.213
0.358889,0.3199,-0.0405,0.1198,0.344
0.363614,0.5004,0.0264,0.0705,0.506
0.368376,0.6346,0.0927,0.1852,0.668
0.373461,0.7111,0.1465,0.2256,0.760
0.378002,0.7358,0.1488,0.1290,0.762
0.382951,0.6203,0.1390,0.1305,0.649
0.390543,0.4220,0.0981,0.1561,0.461
0.392947,0.2388,0.0525,0.0384,0.247
0.397378,0.1084,0.0212,-0.0433,0.119
0.401848,0.0379,-0.0147,-0.0080,0.041
0.407661,-0.0229,-0.0244,0.0536,0.063
0.411717,-0.0001,-0.0292,0.0362,0.047
0.417231,-0.0059,-0.0507,0.0071,0.052
0.421496,0.0027,-0.0531,-0.0458,0.070
0.426216,-0.0171,-0.0675,-0.1036,0.125
0.431049,0.0087,-0.0747,-0.0633,0.098
0.436558,0.0225,-0.1010,0.0029,0.103
0.440645,0.0411,-0.1033,0.0283,0.115
0.445141,0.0287,-0.1057,0.0012,0.109
0.450032,0.0043,-0.0817,-0.0639,0.104
0.454733,-0.0461,-0.0482,-0.1338,0.150
0.460931,-0.0701,-0.0435,-0.2014,0.218
0.464498,0.0089,-0.1989,-0.2714,0.337
0.470935,0.1690,-0.3828,-0.1027,0.431
0.475687,0.3123,-0.3227,0.1327,0.468
0.483880,0.3266,-0.0929,0.1292,0.363
0.485062,0.2410,0.1437,0.0400,0.283
0.499614,0.0700,0.2940,0.0202,0.303
0.500782,-0.0836,0.2720,0.1246,0.311
0.501544,-0.1892,0.1878,0.2216,0.347
0.518730,-0.1757,0.0752,0.2566,0.320
0.519999,-0.0649,-0.0014,0.2082,0.218
0.520570,0.0360,-0.0348,0.1552,0.163
0.520948,0.1251,0.0202,0.1192,0.174
0.529548,0.0856,0.0847,0.1406,0.185
0.532210,0.0132,0.1109,0.1765,0.209
0.533118,-0.0898,0.1156,0.1888,0.239
0.540402,-0.0925,0.0940,0.1558,0.204
0.541256,-0.0261,0.0964,0.0968,0.139
0.546144,0.0997,0.0940,0.0689,0.153
0.551645,0.2183,0.0653,0.1390,0.267
0.557482,0.2822,0.0343,0.2282,0.365
0.561470,0.3059,-0.0301,0.3152,0.440
0.564915,0.3038,-0.0682,0.3116,0.440
0.571097,0.3617,-0.0870,0.1888,0.417
0.576006,0.4006,-0.0556,0.0879,0.414
0.580097,0.4420,0.0021,0.0683,0.447
0.584048,0.4408,0.0764,0.1396,0.469
0.591616,0.4066,0.0694,0.1965,0.457
0.594843,0.3084,0.0504,0.2250,0.385
0.599342,0.2130,-0.0091,0.2491,0.328
0.604539,0.1490,-0.0541,0.2495,0.296
0.613873,0.1137,-0.0560,0.2550,0.285
0.614332,0.1000,-0.0244,0.1937,0.219
0.617896,0.0815,0.0239,0.2639,0.277
0.622949,0.0083,0.0551,0.3177,0.323
0.628229,-0.0831,0.0481,0.3096,0.324
0.632134,-0.1667,0.0151,0.2570,0.307
0.636848,-0.2492,-0.0272,0.1302,0.282
0.641770,-0.2960,-0.0695,0.0180,0.305
0.646660,-0.2904,-0.1069,0.0326,0.311
0.650960,-0.2683,-0.1179,0.0925,0.307
0.656106,-0.2106,-0.1050,0.0952,0.254
0.661125,-0.1435,-0.0418,0.0790,0.169
0.666108,-0.0763,-0.0002,0.0558,0.095
0.670693,-0.0188,0.0534,0.0423,0.071
0.675869,0.0457,0.1045,0.1124,0.160
0.680440,0.0409,0.1269,0.1634,0.211
0.684700,-0.0359,0.1063,0.2311,0.257
0.693595,-0.2082,0.0642,0.1940,0.292
0.696009,-0.3901,0.0175,0.1023,0.404
0.715985,-0.5503,0.0235,-0.0034,0.551
0.717302,-0.6175,-0.0135,0.0224,0.618
0.717722,-0.6252,-0.0504,0.1247,0.640
0.719757,-0.5592,-0.1159,0.1722,0.597
0.724700,-0.3886,-0.2195,0.0934,0.456
0.725432,-0.1705,-0.2751,-0.0640,0.330
0.728649,0.0997,-0.2733,-0.1187,0.314
0.732922,0.3028,-0.1807,-0.0015,0.353
0.738671,0.4437,-0.0619,0.1656,0.478
0.742641,0.5081,0.0472,0.2777,0.581
0.748475,0.4724,0.1467,0.3301,0.595
0.753204,0.3961,0.1912,0.3445,0.559
0.759016,0.3389,0.1472,0.3590,0.515
0.761988,0.2432,0.0794,0.3570,0.439
0.766493,0.0780,0.0070,0.3768,0.385
0.777103,-0.0942,-0.0628,0.3802,0.397
0.780838,-0.3211,-0.1349,0.2718,0.442
0.781910,-0.5670,-0.1494,0.1686,0.610
0.786261,-0.8056,-0.1066,0.2209,0.842
0.792456,-0.9775,-0.0566,0.3544,1.041
0.795700,-1.0806,-0.0138,0.3686,1.142
0.799759,-1.0745,0.0243,0.2397,1.101
0.813851,-1.0049,0.0145,0.1183,1.012
0.818149,-0.8982,-0.0358,0.0092,0.899
0.819308,-0.7446,-0.1435,-0.0471,0.760
0.819910,-0.5155,-0.2605,-0.0007,0.578
0.846729,-0.2827,-0.3416,0.1128,0.457
0.847718,-0.0457,-0.3699,0.1977,0.422
0.848008,0.0976,-0.3168,0.1299,0.356
0.848289,0.1021,-0.2637,0.0457,0.286
0.848599,-0.0296,-0.1939,0.0455,0.201
0.848877,-0.2043,-0.0883,0.0597,0.230
0.854218,-0.3623,0.0554,0.0166,0.367
0.857999,-0.4752,0.1512,-0.1004,0.509
0.862463,-0.5358,0.2086,-0.1843,0.604
0.868235,-0.4601,0.2085,-0.2087,0.547
0.872421,-0.6210,0.2705,-0.1356,0.691
0.878895,-0.8581,0.3037,-0.1297,0.919
0.882119,-0.9664,0.3226,-0.2557,1.050
0.885692,-1.0395,0.3102,-0.3627,1.144
0.892105,-1.0345,0.3145,-0.4246,1.162
0.895869,-0.9370,0.2925,-0.4297,1.072
0.900750,-0.7135,0.2202,-0.4233,0.858
0.913012,-0.4309,0.1121,-0.4482,0.632
0.913698,-0.0890,0.0065,-0.4925,0.501
0.915143,0.2381,-0.0631,-0.5251,0.580
0.919726,0.5219,-0.0634,-0.4769,0.710
0.924724,0.7051,-0.0376,-0.3266,0.778
0.930998,0.7928,-0.0619,-0.2268,0.827
0.933558,0.7589,-0.1053,-0.2655,0.811
0.939223,0.6613,-0.1556,-0.4472,0.813
0.943811,0.5359,-0.1319,-0.5189,0.758
0.948578,0.3706,-0.0317,-0.3472,0.509
0.954398,0.2226,0.1041,0.0101,0.246
0.958385,0.1321,0.2492,0.3189,0.426
0.963236,0.0849,0.3202,0.3240,0.463
0.968034,0.0595,0.3481,0.0904,0.365
0.974265,0.1016,0.3330,-0.1811,0.392
0.978366,0.1536,0.3059,-0.3929,0.521
0.982742,0.2153,0.3026,-0.4236,0.563
0.987413,0.2529,0.2418,-0.3140,0.470
0.994282,0.2616,0.1236,-0.2336,0.372
0.997332,0.2416,0.0057,-0.2249,0.330
1.003182,0.2195,-0.1408,-0.3069,0.403
1.017539,0.2123,-0.2583,-0.4484,0.559
1.024147,0.2365,-0.3088,-0.5589,0.681
1.025919,0.2657,-0.2709,-0.5312,0.653
1.028972,0.2590,-0.2189,-0.3035,0.455
1.029744,0.1784,-0.1383,-0.0454,0.230
1.031423,0.1075,-0.0506,-0.0146,0.120
1.035145,0.0346,0.0370,-0.2250,0.231
1.042639,0.0291,0.1197,-0.5355,0.549
1.045308,-0.0333,0.1856,-0.6765,0.702
1.050903,-0.2005,0.1771,-0.5459,0.608
1.055117,-0.2721,0.0585,-0.3083,0.415
1.058678,-0.1745,-0.1149,-0.2193,0.303
1.063796,0.0062,-0.2355,-0.3191,0.397
1.067643,0.2011,-0.2364,-0.4071,0.512
1.073516,0.3484,-0.1013,-0.3139,0.480
1.077963,0.4101,0.1005,-0.0684,0.428
1.082333,0.4100,0.2471,0.1027,0.490
1.087709,0.3169,0.3410,0.0684,0.471
1.098477,0.1594,0.3083,-0.0898,0.358
1.098986,-0.0314,0.2110,-0.1402,0.255
1.102712,-0.2343,0.1043,-0.0114,0.257
1.119737,-0.3561,-0.0023,0.1865,0.402
1.121148,-0.3969,-0.0873,0.2837,0.496
1.122408,-0.3758,-0.1220,0.2089,0.447
1.122965,-0.2712,-0.1398,0.0316,0.307
1.127098,-0.1689,-0.1434,-0.0645,0.231
1.130527,-0.0403,-0.1230,-0.0650,0.145
1.135419,0.0452,-0.1027,-0.0272,0.115
1.141343,0.0993,-0.0633,0.0011,0.118
1.145120,0.1317,0.0335,-0.0113,0.136
1.149796,0.1305,0.1875,-0.1024,0.250
1.155290,0.1245,0.3031,-0.2938,0.440
1.161760,0.1163,0.3707,-0.5041,0.636
1.164925,0.0938,0.3283,-0.5831,0.676
1.169086,0.1001,0.1998,-0.6314,0.670
1.174632,0.1062,0.0283,-0.6372,0.647
1.182687,0.1766,-0.1049,-0.5623,0.599
1.183851,0.2398,-0.1640,-0.4736,0.556
1.188662,0.3104,-0.1155,-0.3998,0.519
1.199692,0.3384,0.0165,-0.3480,0.486
1.201022,0.3192,0.1340,-0.3468,0.490
1.203115,0.2454,0.1868,-0.3554,0.471
1.216421,0.1432,0.1725,-0.2617,0.345
1.217392,0.0243,0.0983,-0.1684,0.197
1.217789,-0.0562,-0.0020,-0.0755,0.094
1.221699,-0.1079,-0.0903,0.0076,0.141
1.226548,-0.1665,-0.1164,0.0451,0.208
1.231205,-0.1267,-0.0898,0.0585,0.166
1.236200,-0.0411,0.0227,0.0335,0.058
1.240672,0.0782,0.1303,0.0012,0.152
1.245516,0.2001,0.2282,-0.0215,0.304
1.250777,0.3242,0.2710,0.0346,0.424
1.255419,0.4481,0.2326,0.1171,0.518
1.261633,0.5333,0.1416,0.1973,0.586
1.265228,0.5011,0.0413,0.1750,0.532
1.270131,0.3421,-0.0492,0.1890,0.394
1.277202,0.1069,-0.0870,0.2247,0.264
1.281477,-0.1351,-0.0625,0.2560,0.296
1.285907,-0.2884,-0.0237,0.2327,0.371
1.298004,-0.3387,0.0725,0.1378,0.373
1.299500,-0.3318,0.1280,0.0476,0.359
1.300098,-0.2870,0.1593,-0.0068,0.328
1.309303,-0.2139,0.1476,0.0437,0.264
1.310523,-0.1292,0.1072,0.1084,0.200
1.322372,-0.1333,0.0238,0.0775,0.156
1.323331,-0.2139,-0.0738,-0.0487,0.231
1.323776,-0.2775,-0.1569,-0.1723,0.362
1.327549,-0.3170,-0.2327,-0.2957,0.492
1.331941,-0.2512,-0.2296,-0.3738,0.506
1.336650,-0.1016,-0.1548,-0.3590,0.404
1.342519,0.1078,-0.0468,-0.2419,0.269
1.346503,0.3219,0.0371,-0.1061,0.341
1.351547,0.5288,0.1210,-0.0494,0.545
1.359018,0.6711,0.1641,-0.0596,0.693
1.361812,0.7130,0.1738,-0.0196,0.734
1.366545,0.6569,0.1810,0.0443,0.683
1.371004,0.5102,0.1812,0.1536,0.563
1.376420,0.2967,0.1670,0.2105,0.400
1.384383,0.0357,0.1625,0.1887,0.252
1.385068,-0.2203,0.1437,0.1909,0.325
1.403904,-0.4357,0.1010,0.2219,0.499
1.405745,-0.5578,0.0774,0.2314,0.609
1.406589,-0.5942,0.0253,0.2244,0.636
1.407090,-0.5713,-0.0316,0.1506,0.592
1.424392,-0.4990,-0.0765,0.1390,0.524
1.425798,-0.4298,-0.1238,0.1728,0.479
1.426465,-0.4329,-0.1782,0.1805,0.502
1.426855,-0.5249,-0.1943,0.1979,0.594
1.434220,-0.7318,-0.1960,0.2370,0.794
1.434816,-1.0176,-0.1785,0.2860,1.072
1.437699,-1.2459,-0.1466,0.2564,1.280
1.444396,-1.3259,-0.1195,0.1031,1.335
1.448381,-1.4489,-0.0231,-0.0691,1.451
1.451595,-1.4051,0.0421,-0.1647,1.415
1.457093,-1.1426,0.0162,-0.2153,1.163
1.462644,-0.7574,-0.0195,-0.2111,0.787
1.468347,-0.3044,-0.1364,-0.1666,0.373
1.472035,0.0997,-0.2246,-0.1341,0.280
1.477598,0.3864,-0.2983,-0.1445,0.509
1.480812,0.5607,-0.2954,-0.1930,0.662
1.485452,0.5824,-0.3115,-0.1865,0.686
1.503710,0.4656,-0.2893,-0.1560,0.570
1.505184,0.2748,-0.2170,-0.1302,0.374
1.505596,0.0480,-0.1711,-0.0591,0.187
1.505891,-0.2338,-0.0751,0.0430,0.249
1.512092,-0.4653,0.0160,0.1593,0.492
1.513833,-0.6392,0.1237,0.1968,0.680
1.518686,-0.7341,0.2027,0.1412,0.775
1.525331,-0.7121,0.2744,0.0689,0.766
1.528296,-0.5924,0.2790,-0.0108,0.655
1.534509,-0.3920,0.2380,-0.0117,0.459
1.538932,-0.1611,0.1637,-0.0320,0.232
1.543211,0.1004,0.0894,-0.0021,0.134
1.547618,0.3281,-0.0016,-0.0248,0.329
1.552310,0.4719,-0.0685,-0.0307,0.478
1.558593,0.5202,-0.1258,-0.0654,0.539
1.564299,0.5112,-0.1639,-0.0951,0.545
1.577611,0.3781,-0.1636,-0.0937,0.422
1.586473,0.2475,-0.1418,-0.0516,0.290
1.587354,0.0837,-0.0938,0.0024,0.126
1.587814,-0.0847,-0.0386,0.0708,0.117
1.588146,-0.2317,-0.0050,0.0795,0.245
1.591741,-0.3548,-0.0025,0.0356,0.357
1.595782,-0.4399,-0.0287,-0.0129,0.441
1.600638,-0.5540,-0.0716,0.0582,0.562
1.605324,-0.6492,-0.1169,0.1482,0.676
1.617223,-0.7420,-0.1023,0.1762,0.770
1.619104,-0.7726,-0.0232,0.1184,0.782
1.619771,-0.7406,0.0846,0.0274,0.746
1.635730,-0.5816,0.2305,-0.0565,0.628
1.637146,-0.3153,0.3713,-0.0665,0.492
1.637568,-0.0279,0.4473,-0.0626,0.453
1.638668,0.2705,0.4563,-0.0590,0.534
1.645986,0.6089,0.3528,-0.0723,0.707
1.649002,0.8679,0.1993,-0.1071,0.897
1.653822,0.9837,0.0555,-0.0870,0.989
1.657637,0.9377,-0.0832,-0.0812,0.945
1.662489,0.7515,-0.1644,-0.0850,0.774
1.667193,0.5183,-0.1880,-0.1366,0.568
1.671791,0.1923,-0.1519,-0.1572,0.291
1.678865,-0.0998,-0.1159,-0.1349,0.204
1.681411,-0.3344,-0.0513,-0.0769,0.347
1.686339,-0.4948,-0.0155,0.0001,0.495
1.693611,-0.5883,-0.0036,0.0339,0.589
1.696701,-0.6056,0.0153,0.0127,0.606
1.701374,-0.5634,0.0367,0.0178,0.565
1.705745,-0.5026,0.0555,0.0466,0.508
1.711998,-0.3968,0.0648,0.1159,0.418
1.715378,-0.2915,0.0668,0.1854,0.352
1.719973,-0.1819,0.0427,0.2096,0.281
1.724726,-0.1157,0.0019,0.1432,0.184
1.730643,-0.1049,-0.0508,0.0604,0.131
1.734752,-0.1494,-0.0963,0.0231,0.179
1.739225,-0.2420,-0.1298,0.0911,0.289
1.745698,-0.3730,-0.0962,0.1185,0.403
1.748887,-0.4609,-0.0460,0.0936,0.473
1.753481,-0.5415,0.0210,0.0377,0.543
1.761996,-0.5528,0.0640,-0.0038,0.557
1.763662,-0.4545,0.1260,-0.0094,0.472
1.768727,-0.2993,0.1425,-0.0510,0.335
1.773127,-0.1160,0.1207,-0.0592,0.178
1.779109,0.0740,0.0774,-0.0554,0.121
1.783749,0.2061,0.0151,-0.0637,0.216
1.788542,0.2831,-0.0162,-0.0695,0.292
1.802294,0.2740,-0.0545,-0.0539,0.284
1.803670,0.2124,-0.0378,-0.0191,0.217
1.805819,0.0913,-0.0187,0.0657,0.114
1.823458,-0.0367,0.0195,0.1195,0.126
1.825301,-0.1119,0.0600,0.0895,0.155
1.826639,-0.1799,0.1005,0.0453,0.211
1.827181,-0.2024,0.1290,0.0583,0.247
1.827786,-0.1796,0.1431,0.0905,0.247
1.831877,-0.0731,0.1142,0.0438,0.143
1.834727,0.0381,0.0639,-0.0410,0.085
1.840674,0.1515,-0.0032,-0.0614,0.164
1.844430,0.2243,-0.0582,-0.0220,0.233
1.850591,0.2732,-0.1107,-0.0472,0.299
1.854979,0.2889,-0.1130,-0.1034,0.327
1.859230,0.2788,-0.1177,-0.1189,0.325
1.863669,0.2332,-0.0793,-0.0677,0.255
1.868408,0.1928,-0.0338,-0.0810,0.212
1.872995,0.1622,-0.0099,-0.1686,0.234
1.879622,0.1745,-0.0099,-0.2204,0.281
1.883039,0.2035,-0.0220,-0.2198,0.300
1.887905,0.2204,-0.0006,-0.1954,0.295
1.896356,0.2375,0.0423,-0.1497,0.284
1.898032,0.2430,0.0731,-0.1375,0.289
1.902538,0.2154,0.1135,-0.1111,0.268
1.913831,0.1641,0.1203,-0.0921,0.223
1.914769,0.1704,0.1128,-0.0709,0.216
1.920861,0.1861,0.0526,-0.0163,0.194
1.922067,0.2543,0.0022,0.0120,0.255
1.926754,0.3035,-0.0387,-0.0267,0.307
1.931208,0.2909,-0.0652,-0.0798,0.309
1.935397,0.2644,-0.0749,-0.0875,0.288
1.941226,0.2048,-0.0416,-0.0403,0.213
1.945613,0.1599,0.0227,0.0306,0.164
1.951850,0.1082,0.0583,0.0680,0.140
1.955854,0.1213,0.1153,0.0744,0.183
1.960217,0.0938,0.1508,0.0830,0.196
1.967367,0.0690,0.1407,0.1131,0.193
1.968928,0.0397,0.0925,0.1264,0.162
1.974694,0.0656,0.0897,0.1087,0.155
1.979248,0.0964,0.0416,0.0766,0.130
1.983480,0.1179,0.0437,0.0540,0.137
1.988404,0.1489,0.0314,0.0147,0.153
1.993427,0.1729,0.0287,-0.0150,0.176
1.998682,0.1873,0.0618,-0.0256,0.199
2.003358,0.1815,0.0966,-0.0075,0.206
2.019657,0.1736,0.0955,0.0532,0.205
2.020440,0.1706,0.0470,0.0991,0.203
2.020746,0.1913,-0.0201,0.1044,0.219
2.023996,0.1975,-0.1032,0.1192,0.253
2.049341,0.1916,-0.1666,0.0700,0.263
2.050086,0.1503,-0.2057,0.0307,0.257
2.050388,0.0974,-0.2280,0.0154,0.248
2.050741,-0.0309,-0.2381,0.0004,0.240
2.051033,-0.1509,-0.1722,0.0092,0.229
2.051340,-0.2747,-0.0808,-0.0057,0.286
2.061448,-0.3689,0.0289,-0.0085,0.370
2.062250,-0.3866,0.1021,0.0338,0.401
2.070612,-0.3522,0.1249,0.0734,0.381
2.071201,-0.2425,0.1095,0.0558,0.272
2.081693,-0.1055,0.0491,0.0550,0.129
2.082204,0.0277,-0.0155,0.0662,0.073
2.084717,0.1100,-0.0676,0.1081,0.168
2.089340,0.1442,-0.0742,0.1238,0.204
2.100248,0.1070,-0.0641,0.1275,0.178
2.100884,0.0227,-0.0280,0.1101,0.116
2.103434,-0.1130,0.0198,0.1356,0.178
2.118303,-0.2191,0.0529,0.2061,0.305
2.119075,-0.3149,0.1024,0.1932,0.383
2.119383,-0.3554,0.1111,0.1259,0.393
2.122525,-0.3460,0.1365,0.1019,0.386
2.148355,-0.2749,0.1331,0.1233,0.329
2.149329,-0.1263,0.1156,0.1374,0.220
2.149630,0.0376,0.0697,0.0874,0.118
2.149931,0.2238,0.0337,0.0545,0.233
2.150220,0.3634,-0.0233,0.0385,0.366
2.152951,0.4378,-0.0893,0.0440,0.449
2.157433,0.4269,-0.1272,0.0021,0.445
2.161862,0.3732,-0.1173,-0.0159,0.392
2.166815,0.2696,-0.0691,-0.0170,0.279
2.170491,0.1376,-0.0281,-0.0398,0.146
2.175305,0.0034,0.0128,-0.0482,0.050
2.180538,-0.0685,0.0225,-0.0733,0.103
2.184510,-0.1047,0.0132,-0.0936,0.141
2.189262,-0.1049,-0.0344,-0.0780,0.135
2.196338,-0.1101,-0.0509,-0.0698,0.140
2.199196,-0.0841,-0.0649,-0.0472,0.116
2.203621,-0.0607,-0.0575,-0.0604,0.103
2.211927,-0.0252,-0.0214,-0.0642,0.072
2.214078,-0.0016,-0.0044,-0.0728,0.073
2.218559,0.0388,0.0197,-0.0408,0.060
2.223504,0.0840,0.0341,-0.0400,0.099
2.228583,0.1292,0.0247,0.0038,0.132
2.233161,0.1601,0.0272,0.0451,0.169
2.237572,0.1601,0.0297,0.0267,0.165
2.243675,0.1674,0.0251,-0.0083,0.169
2.247492,0.1821,0.0252,-0.0386,0.188
2.253542,0.1970,0.0181,-0.0236,0.199
2.257650,0.2026,0.0111,0.0175,0.204
2.263189,0.2179,0.0231,0.0180,0.220
2.266435,0.2238,0.0232,-0.0101,0.225
2.271546,0.2538,0.0065,-0.0599,0.261
2.277391,0.2576,-0.0364,-0.0787,0.272
2.282100,0.2638,-0.0698,-0.0976,0.290
2.285794,0.2297,-0.0721,-0.1284,0.273
2.290347,0.2053,-0.0648,-0.1187,0.246
2.295829,0.1429,-0.0743,-0.1163,0.199
2.300783,0.0903,-0.0743,-0.0924,0.149
2.304357,0.0401,-0.0265,-0.0783,0.092
2.314440,-0.0098,0.0046,-0.0684,0.069
2.315284,-0.0688,0.0187,-0.0633,0.095
2.324687,-0.1154,0.0280,-0.0583,0.132
2.325652,-0.1356,0.0490,-0.0297,0.147
2.334189,-0.1438,0.0770,0.0106,0.163
2.334959,-0.1210,0.0835,0.0554,0.157
2.339704,-0.0819,0.1017,0.0642,0.146
2.343401,-0.0171,0.0795,0.0517,0.096
2.348126,0.0496,0.0218,0.1009,0.115
2.352717,0.0968,-0.0519,0.1071,0.153
2.357046,0.1389,-0.1108,0.0801,0.195
2.362271,0.1641,-0.1407,0.0677,0.227
2.367062,0.2010,-0.1442,0.0839,0.261
2.371529,0.1808,-0.1359,0.0738,0.238
2.378034,0.1966,-0.1157,0.0354,0.231
2.382090,0.1910,-0.0910,-0.0050,0.212
2.385989,0.1595,-0.0640,-0.0308,0.175
2.391577,0.1473,-0.0730,-0.0565,0.174
2.405427,0.1329,-0.0509,-0.0820,0.164
2.406643,0.1448,-0.0410,-0.1073,0.185
2.407360,0.1566,-0.0098,-0.1110,0.192
2.418051,0.1448,0.0425,-0.1457,0.210
2.419097,0.1308,0.0540,-0.1517,0.207
2.419926,0.0909,0.0583,-0.1435,0.180
2.424963,0.0206,0.0245,-0.1213,0.125
2.429521,-0.0256,-0.0090,-0.0684,0.074
2.433949,-0.0690,-0.0659,-0.0113,0.096
2.438661,-0.0861,-0.1010,0.0051,0.133
2.443937,-0.0603,-0.0718,-0.0118,0.094
2.449189,-0.0724,-0.0024,0.0046,0.073
2.453692,-0.0605,0.0972,-0.0100,0.115
2.459377,-0.0436,0.1889,0.0015,0.194
2.462916,-0.0313,0.2442,0.0129,0.246
2.468577,0.0000,0.2230,0.0432,0.227
2.473573,0.0477,0.1594,0.0591,0.177
2.477234,0.1329,0.0441,0.0012,0.140
2.481970,0.1792,-0.0536,0.0244,0.189
2.487526,0.2534,-0.1245,0.0688,0.291
2.492625,0.2585,-0.1496,0.0772,0.309
2.498517,0.2190,-0.1342,0.0596,0.264
2.523900,0.1377,-0.0691,0.0327,0.157
2.525782,0.0075,0.0050,0.0297,0.031
2.526624,-0.0765,0.0832,0.0220,0.115
2.527111,-0.0865,0.1347,0.0617,0.172
2.527666,-0.0731,0.1620,0.0987,0.203
2.531144,-0.0435,0.1534,0.1379,0.211
2.532089,-0.0378,0.1166,0.1318,0.180
2.535064,-0.0370,0.0420,0.1164,0.129
2.539833,-0.0361,-0.0390,0.0656,0.084
2.546820,-0.0876,-0.1311,0.0224,0.159
2.550044,-0.1317,-0.1537,0.0224,0.204
2.554804,-0.2397,-0.1310,0.0296,0.275
2.560265,-0.3162,-0.0870,0.0488,0.332
2.563640,-0.3780,-0.0054,0.1013,0.391
2.569434,-0.4013,0.0565,0.2080,0.456
2.573915,-0.3510,0.1227,0.2523,0.449
2.577751,-0.2893,0.1505,0.2039,0.385
2.584186,-0.2205,0.1721,0.1403,0.313
2.587539,-0.1163,0.1578,0.0387,0.200
2.596832,-0.0269,0.1078,-0.0484,0.121
2.599207,0.0336,0.0769,-0.0806,0.116
2.604281,0.0509,0.0197,-0.0291,0.062
