time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
49.812175,12.5983,5.4072,-5.9300,14.937
49.815608,12.6986,5.1627,-6.3332,15.100
49.820369,12.8700,4.8054,-6.3393,15.130
49.824502,13.0840,4.3600,-5.9789,15.032
49.829428,13.2870,3.7939,-5.3575,14.820
49.833945,13.4928,3.1924,-4.8385,14.685
49.874461,13.7066,2.6750,-4.6925,14.732
49.875717,13.8791,2.2801,-4.8724,14.885
49.876397,13.9884,2.0516,-5.1787,15.057
49.877142,13.9787,2.0000,-5.3548,15.102
49.877863,13.8687,2.0835,-5.3538,15.012
49.878590,13.6384,2.1931,-5.3862,14.827
49.879246,13.4034,2.2485,-5.5759,14.690
49.879905,13.2048,2.1910,-5.7523,14.569
49.880631,13.0337,2.0001,-5.7594,14.389
49.883318,12.9031,1.7489,-5.6306,14.186
49.887947,12.6521,1.4559,-5.8347,14.009
49.894309,12.1564,1.3715,-7.2727,14.232
49.896294,11.2763,1.4735,-9.9823,15.132
49.902149,9.8588,2.0199,-11.9008,15.585
49.906591,7.3184,3.4096,-10.6646,13.376
49.910792,2.8034,5.6508,-6.0982,8.774
49.915518,-4.0580,8.2695,-0.0451,9.212
49.920140,-11.0758,11.2552,7.6439,17.544
49.935037,-17.6397,14.7698,18.1131,29.281
49.936395,-21.5140,17.5908,25.8549,37.957
49.937092,-20.8133,17.9524,25.1350,37.246
49.941539,-14.3977,14.4670,16.6985,26.371
49.944449,-7.8535,9.5205,4.2605,13.056
49.948768,-3.1308,5.1916,-6.6075,8.967
49.958650,0.0781,1.9096,-12.9417,13.082
49.959634,2.5659,-0.6157,-15.2626,15.489
49.963447,5.2831,-2.3499,-16.6102,17.588
49.968203,8.2468,-3.4191,-17.0561,19.251
49.998059,11.9655,-4.3563,-12.0244,17.514
49.999029,16.8123,-5.4591,-0.5665,17.686
49.999561,21.0995,-6.5202,8.1903,23.554
50.000013,22.4736,-6.9730,6.8569,24.509
50.000456,20.3712,-6.4766,0.2423,21.377
50.001186,17.0831,-5.0173,-5.8888,18.753
50.001620,13.9183,-2.8190,-8.5667,16.585
50.024510,11.1447,-0.3671,-7.7334,13.570
50.025306,8.8593,1.7814,-4.8117,10.238
50.025663,7.0321,3.1107,-2.0379,7.955
50.025957,5.7184,3.5443,-1.7216,6.945
50.026236,4.8765,3.3592,-3.5740,6.917
50.030776,4.1540,2.9928,-5.4893,7.506
50.035790,3.2124,2.5806,-5.7238,7.053
50.042753,2.0374,2.0554,-3.9754,4.917
50.044475,0.8382,1.4490,-1.1165,2.012
50.050449,-0.1814,0.8556,1.2921,1.560
50.054917,-0.9777,0.3570,2.3903,2.607
50.078118,-1.6212,-0.0802,2.5309,3.007
50.078822,-2.1511,-0.4947,2.1566,3.086
50.079167,-2.8562,-0.7383,1.4642,3.293
50.079409,-3.7041,-0.6655,0.5693,3.806
50.079697,-4.4543,-0.2435,-0.1575,4.464
50.083167,-4.8555,0.4191,-0.2868,4.882
50.109415,-4.2333,0.9943,0.0633,4.349
50.110104,-2.4442,1.2171,0.5460,2.785
50.110386,-0.5374,1.2435,0.8752,1.613
50.110686,1.2169,1.1174,0.7627,1.820
50.110825,2.7708,0.9013,0.2617,2.925
50.111750,4.0313,0.6809,-0.4301,4.111
50.117202,4.8536,0.3750,-1.0571,4.982
50.121655,5.2551,0.0217,-1.5173,5.470
50.126200,5.1616,-0.3792,-1.8207,5.486
50.132816,4.5468,-0.7177,-2.0559,5.041
50.136504,3.5709,-0.8936,-2.1634,4.270
50.140923,2.3556,-0.9645,-1.9905,3.231
50.145352,0.9797,-0.8996,-1.5040,2.008
50.150235,-0.3969,-0.7848,-0.7661,1.166
50.186123,-1.7219,-0.6011,0.0516,1.825
50.187072,-2.8260,-0.4342,0.7843,2.965
50.187698,-3.5995,-0.3007,1.3590,3.859
50.188151,-4.0996,-0.1717,1.7427,4.458
50.188687,-4.3740,-0.0447,1.9479,4.788
50.189059,-4.4425,0.0421,2.0085,4.876
50.189593,-4.1240,0.1294,1.8673,4.529
50.190131,-3.3884,0.1860,1.5626,3.736
50.194589,-2.4782,0.2598,1.1063,2.726
50.199677,-1.5462,0.3459,0.4576,1.649
50.203450,-0.6882,0.4154,-0.2283,0.836
50.209354,0.0458,0.4109,-0.7678,0.872
50.213064,0.5602,0.3418,-1.0181,1.211
50.217973,0.8888,0.1843,-1.0373,1.378
50.223900,1.0293,0.0126,-0.9427,1.396
50.228213,0.9915,-0.1710,-0.8490,1.316
50.232031,0.7668,-0.2874,-0.8328,1.168
50.237013,0.3006,-0.3226,-0.7842,0.900
50.273807,-0.3469,-0.2432,-0.4763,0.637
50.274434,-1.0777,-0.0661,-0.0121,1.080
50.274715,-1.6916,0.1015,0.3247,1.725
50.275004,-2.0525,0.2693,0.4702,2.123
50.275239,-2.3732,0.4135,0.5444,2.470
50.275485,-2.5964,0.5700,0.5783,2.720
50.275803,-2.6652,0.6982,0.6055,2.821
50.276175,-2.5967,0.8840,0.6854,2.827
50.280364,-2.4103,1.0962,0.9660,2.819
50.285137,-2.1088,1.3183,1.4040,2.856
50.289995,-1.7167,1.4885,1.4910,2.718
50.294883,-1.3702,1.6189,1.0629,2.372
50.298885,-1.1814,1.6998,0.4088,2.110
50.303439,-1.2412,1.7571,0.0368,2.152
50.308447,-1.5654,1.8788,0.2539,2.459
50.313221,-2.0730,1.9768,0.7109,2.951
50.317683,-2.5297,2.0562,1.1046,3.442
50.323325,-2.9116,2.1101,1.3831,3.853
50.328301,-3.2686,2.2174,1.3294,4.168
50.332965,-3.6583,2.3520,1.2450,4.524
50.337701,-4.0141,2.4732,1.2110,4.868
50.365643,-4.3269,2.6505,0.9192,5.157
50.366811,-4.5786,2.8840,0.5844,5.443
50.367377,-4.7074,3.1017,0.5505,5.664
50.367851,-4.7641,3.2778,0.8386,5.843
50.368454,-4.6920,3.3602,1.0619,5.868
50.368965,-4.5079,3.3780,1.0198,5.725
50.371046,-4.3572,3.3358,0.9416,5.568
50.376849,-4.3276,3.3102,0.8414,5.513
50.381273,-4.4473,3.3750,0.6758,5.624
50.385730,-4.6703,3.5681,0.6857,5.917
50.390086,-4.8982,3.9063,0.8687,6.325
50.394743,-5.3003,4.3299,1.1174,6.935
50.399365,-5.7616,4.7888,1.2460,7.595
50.404275,-6.2270,5.2070,1.3937,8.236
50.416478,-6.6899,5.5752,1.4866,8.835
50.417513,-7.1341,5.8869,1.7518,9.414
50.418992,-7.5913,6.1256,1.6847,9.899
50.453535,-7.9925,6.3035,1.6026,10.304
50.455168,-8.3556,6.4496,1.7006,10.691
50.456337,-8.7120,6.5730,1.8806,11.074
50.458308,-9.0427,6.7172,2.1287,11.464
50.459348,-9.3684,6.9753,2.0697,11.862
50.460353,-9.6923,7.5044,1.5342,12.354
50.461021,-10.1418,8.4007,0.8898,13.199
50.461953,-10.8016,9.6601,0.5369,14.501
50.462910,-11.6254,11.2907,0.3164,16.209
50.467139,-12.5890,13.3159,0.1016,18.325
50.472043,-13.8461,15.7135,0.1567,20.944
50.476600,-15.5315,18.1396,0.2303,23.882
50.482146,-17.2402,19.9198,-0.2212,26.345
50.485930,-18.8740,20.3011,-0.3300,27.721
50.514450,-19.8769,18.6997,0.5980,27.297
50.515746,-19.4782,15.6608,1.4487,25.035
50.516574,-17.7962,12.6117,1.4532,21.860
50.517173,-15.7954,10.2208,0.8019,18.831
50.517925,-13.5972,8.4543,-0.6399,16.024
50.518348,-11.4898,7.3678,-2.4958,13.875
50.521107,-10.1332,6.9515,-4.1001,12.954
50.525155,-9.2944,6.7645,-4.6619,12.405
50.530120,-8.9196,6.6912,-4.2036,11.916
50.533568,-9.0179,6.7354,-2.9592,11.638
50.538072,-9.2713,6.7374,-0.5950,11.476
50.544059,-9.2678,6.3827,2.3758,11.501
50.548237,-8.6451,5.5381,3.9188,10.989
50.552856,-7.6267,4.4266,2.4409,9.150
50.589200,-6.3440,3.3475,-2.1416,7.486
50.590541,-4.8754,2.4437,-7.9265,9.621
50.592861,-3.2010,1.9455,-12.6529,13.196
50.594113,-1.3224,1.8535,-13.3416,13.534
50.595439,0.6662,1.9411,-6.9276,7.225
50.596459,2.5987,1.5554,2.8603,4.166
50.597232,4.0492,0.8189,7.3795,8.457
50.597917,4.9266,-0.1012,6.0492,7.802
50.600659,4.9154,-1.1385,2.2622,5.530
50.601301,3.7690,-2.1478,-0.7876,4.409
50.630146,1.7791,-3.1878,-1.7547,4.050
50.631069,-0.5583,-4.2853,-0.9884,4.433
50.631641,-2.8523,-5.3143,0.2941,6.039
50.632190,-4.7452,-6.1480,1.0794,7.841
50.632790,-6.3573,-6.8152,1.4503,9.432
50.633409,-7.8961,-7.2835,2.2569,10.977
50.634219,-9.3735,-7.5338,3.5719,12.545
50.639853,-10.4903,-7.5612,4.6234,13.733
50.674467,-11.0627,-7.4610,4.6060,14.116
50.677476,-11.0575,-7.2719,3.5865,13.712
50.679041,-10.5826,-6.8682,2.6799,12.897
50.680739,-9.4086,-6.3323,2.6037,11.636
50.682045,-8.1189,-5.6523,3.1372,10.378
50.683458,-6.8970,-4.9438,3.6657,9.244
50.684335,-5.7256,-4.2901,3.8752,8.137
50.685150,-4.7271,-3.6308,3.7862,7.061
50.685951,-3.8331,-2.9122,3.3775,5.881
50.687176,-3.0306,-2.2031,2.7395,4.641
50.701620,-2.2928,-1.5102,2.1959,3.516
50.702177,-1.6384,-0.9070,1.8223,2.613
50.702425,-1.0948,-0.5357,1.4764,1.914
50.725270,-0.5906,-0.4290,1.3376,1.524
50.726786,-0.2326,-0.6741,1.4526,1.618
50.727412,-0.0292,-1.1957,1.7595,2.127
50.728262,0.1447,-1.8058,2.0715,2.752
50.728957,0.3709,-2.3434,2.0442,3.132
50.730076,0.5877,-2.6218,1.7050,3.182
50.735546,0.7516,-2.6440,1.4095,3.089
50.743013,0.9162,-2.4087,1.2671,2.872
50.747141,1.0296,-1.9428,1.1905,2.500
50.750845,1.2677,-1.3915,1.1010,2.181
50.754883,1.5745,-0.7662,0.8865,1.963
50.774645,1.9583,-0.1527,0.4636,2.018
50.775450,2.2559,0.4257,0.0769,2.297
50.775743,2.4878,0.9073,-0.1391,2.652
50.776015,2.7299,1.3333,-0.3502,3.058
50.781144,3.0245,1.5559,-0.6721,3.467
50.782455,3.3283,1.5922,-1.0608,3.839
50.787886,3.5152,1.5928,-1.3248,4.080
50.792773,3.5550,1.5889,-1.2563,4.092
50.797224,3.4076,1.7382,-0.7929,3.907
50.801752,3.1400,2.0792,-0.2686,3.776
50.810775,2.9182,2.6358,0.0478,3.933
50.812495,2.8502,3.3810,0.0898,4.423
50.816571,2.9318,4.3022,0.0338,5.206
50.821410,3.1955,5.3028,-0.0592,6.192
50.857344,3.5384,6.2698,-0.1910,7.202
50.859958,3.8221,7.1906,-0.2727,8.148
50.864046,4.0061,7.9882,-0.1175,8.937
50.864695,4.0851,8.5476,0.2659,9.477
50.865096,4.1699,8.7794,0.5960,9.738
50.865533,4.2900,8.6423,0.6250,9.669
50.866100,4.5035,8.3242,0.0317,9.464
50.866606,4.8778,7.9602,-1.5320,9.461
50.867067,5.5106,7.8354,-4.0358,10.395
50.870702,6.1893,7.7965,-5.2316,11.246
50.876609,6.6325,7.5225,-4.6299,11.046
50.879535,7.1371,7.2466,-3.1124,10.637
50.885502,7.7435,6.9052,-2.8468,10.759
50.889165,8.2057,6.5270,-4.8175,11.539
50.917821,9.0507,6.3807,-7.7843,13.536
50.919060,10.2313,6.2325,-10.2384,15.759
50.919915,11.8434,5.9183,-11.2746,17.390
50.920740,13.8474,5.3296,-10.9355,18.432
50.921488,16.2639,4.4132,-9.9567,19.574
50.922137,18.3708,3.2359,-9.4402,20.906
50.922857,19.8867,1.8789,-9.7816,22.242
50.929120,21.2241,0.4454,-10.4811,23.675
50.932156,22.1662,-0.8403,-10.6290,24.597
50.936872,22.2595,-1.7049,-9.6443,24.319
50.948203,20.3601,-1.8114,-7.9231,21.922
50.956549,17.6164,-1.1192,-6.3269,18.752
50.958054,14.9627,-0.0650,-5.4204,15.914
50.959666,12.7028,0.9861,-5.2176,13.768
50.960480,10.8468,1.9213,-5.3921,12.264
50.984944,9.2579,2.6932,-6.0499,11.383
50.986529,7.9704,3.0117,-7.8257,11.569
50.987204,6.9602,3.1215,-11.0056,13.391
50.987887,5.7624,3.8602,-14.8159,16.359
50.988534,3.2866,5.7675,-16.3767,17.671
50.990215,-2.0889,8.8151,-13.8125,16.518
50.996140,-8.9526,12.5313,-5.6276,16.397
50.999548,-16.8120,16.9998,9.4776,25.719
51.003904,-22.4585,21.0828,25.6529,40.087
51.010117,-24.0416,22.8468,32.7151,46.586
51.016557,-18.1763,19.4510,25.7977,37.071
51.018185,-10.4723,12.9378,11.7543,20.377
51.022648,-4.9720,6.9542,-1.2390,8.638
51.046958,-1.3325,2.4709,-9.5615,9.965
51.047784,1.0567,-1.1008,-13.3464,13.433
51.057080,3.5771,-4.0434,-14.9241,15.871
51.057897,6.3384,-6.4260,-15.8061,18.202
51.058731,9.5725,-8.6658,-12.7494,18.146
51.059714,14.0190,-11.1429,-3.9652,18.342
51.060533,18.6586,-12.9558,3.0990,22.926
51.061357,21.2252,-13.1647,1.8905,25.048
51.084224,21.5503,-11.8438,-3.8324,24.887
51.085104,20.1865,-9.0671,-8.2366,23.613
51.085510,17.2915,-5.2822,-8.7061,20.067
51.085930,14.2800,-1.5015,-5.4021,15.341
51.086366,11.6993,1.9583,-1.0937,11.912
51.112931,9.5633,4.8010,1.0341,10.751
51.113974,7.9276,6.6880,0.1758,10.373
51.114492,6.6155,7.6344,-2.5408,10.417
51.114992,5.4540,7.6140,-4.9023,10.571
51.115538,4.3159,6.7275,-5.5979,9.758
51.115980,3.0678,5.1622,-4.4082,7.449
51.119129,1.9759,3.2613,-2.2848,4.445
51.123854,1.3403,1.3677,-0.9355,2.131
51.128568,1.0411,-0.2362,-0.4833,1.172
51.132703,0.6949,-1.4842,0.1638,1.647
51.138220,0.1069,-2.3553,1.4448,2.765
51.158404,-0.7754,-2.8399,2.6008,3.928
51.159490,-1.6244,-2.8662,2.4205,4.088
51.159965,-2.1435,-2.3729,0.9564,3.338
51.160430,-2.5292,-1.3372,-0.5298,2.910
51.161229,-2.8236,0.0172,-0.9546,2.981
51.166105,-2.5572,1.3335,-0.3630,2.907
51.171083,-1.1575,2.1054,0.4326,2.441
51.208704,0.5306,2.4489,0.6209,2.582
51.209418,2.1019,2.4603,0.2268,3.244
51.209722,3.5345,2.1731,-0.2243,4.155
51.210018,4.6966,1.6856,-0.4603,5.011
51.210346,5.4586,1.0695,-0.6134,5.596
51.210630,5.7977,0.4183,-0.8797,5.879
51.210864,5.6165,-0.1965,-1.3621,5.783
51.211141,4.9701,-0.6821,-1.7860,5.325
51.214549,3.9301,-0.9573,-1.9679,4.498
51.220398,2.5941,-1.0130,-1.8650,3.352
51.224101,1.0789,-0.8590,-1.6015,2.113
51.228457,-0.4657,-0.6218,-1.2011,1.430
51.233215,-1.6316,-0.4497,-0.6730,1.821
51.237665,-2.3137,-0.3305,-0.0098,2.337
51.243646,-3.0276,-0.1038,0.6024,3.089
51.247998,-3.4544,0.0152,1.1332,3.636
51.252546,-4.0026,0.1272,1.5399,4.291
51.290423,-4.4292,0.1942,1.6321,4.724
51.291147,-4.6261,0.2403,1.4247,4.846
51.291403,-4.5931,0.2629,1.0277,4.714
51.291723,-4.0670,0.2119,0.5626,4.111
51.291964,-3.0965,0.1016,0.2346,3.107
51.292203,-2.0043,-0.0156,-0.0189,2.004
51.292475,-0.9231,-0.0799,-0.1671,0.942
51.292671,0.0554,-0.1416,-0.2723,0.312
51.295981,0.8083,-0.1649,-0.4062,0.920
51.301163,1.3217,-0.2239,-0.5523,1.450
51.305765,1.5098,-0.3045,-0.6102,1.657
51.309903,1.3819,-0.3636,-0.6115,1.554
51.315183,0.9572,-0.4012,-0.5371,1.169
51.319906,0.3027,-0.3528,-0.4586,0.653
51.326620,-0.4143,-0.2805,-0.3212,0.595
51.329009,-1.2011,-0.1747,-0.0481,1.215
51.333791,-1.9310,-0.0831,0.1340,1.937
51.339817,-2.5373,-0.0770,0.0275,2.539
51.374951,-3.0017,-0.0656,-0.2121,3.010
51.375988,-3.2931,-0.0130,-0.4322,3.321
51.376631,-3.3975,0.0709,-0.4777,3.432
51.377103,-3.3795,0.2457,-0.3446,3.406
51.377718,-3.3660,0.5376,-0.0474,3.409
51.378180,-3.3243,0.8680,0.4093,3.460
51.378709,-3.0823,1.2058,0.7558,3.395
51.379322,-2.6979,1.5012,0.8515,3.203
51.382134,-2.3071,1.7708,0.7848,3.012
51.387528,-1.9881,2.0167,0.9091,2.974
51.392187,-1.7763,2.2175,1.2980,3.124
51.396428,-1.6261,2.3853,1.7200,3.360
51.401215,-1.6255,2.4941,1.8910,3.527
51.405803,-1.7288,2.5774,1.8113,3.593
51.412473,-1.9460,2.6780,1.5688,3.663
51.415575,-2.2057,2.7959,1.4380,3.841
51.420309,-2.4246,2.9000,1.5241,4.076
51.429991,-2.6409,3.0482,1.4715,4.293
51.432836,-2.9403,3.2143,1.1946,4.517
51.439798,-3.2655,3.3122,0.9157,4.740
51.442544,-3.6670,3.4063,0.8063,5.070
51.445421,-4.1338,3.4515,0.8848,5.457
51.480625,-4.6429,3.4647,1.0553,5.888
51.481656,-5.1336,3.5033,1.0046,6.296
51.482200,-5.5849,3.6061,0.7741,6.693
51.482888,-6.0060,3.7968,0.5338,7.125
51.483575,-6.3895,4.1303,0.3097,7.615
51.484005,-6.7594,4.5420,0.4004,8.153
51.484684,-7.0465,5.0342,0.8268,8.699
51.485351,-7.1892,5.5049,1.2404,9.139
51.488508,-7.2331,5.9591,1.5437,9.498
51.492690,-7.1925,6.3232,1.7419,9.734
51.496976,-7.1108,6.5998,1.9256,9.891
51.502598,-7.0570,6.8153,2.1113,10.035
51.507418,-7.1004,6.9601,2.2146,10.186
51.512833,-7.2882,7.0176,2.1637,10.346
51.525339,-7.6126,7.0808,2.0274,10.592
51.526298,-8.0993,7.2210,1.8218,11.003
51.526738,-8.6467,7.5545,1.5078,11.581
51.544684,-9.4708,8.2261,1.1282,12.595
51.547155,-10.6177,9.2369,0.8574,14.099
51.548068,-12.0024,10.6241,0.6594,16.043
51.549008,-13.5339,12.3464,0.4597,18.325
51.550051,-15.0477,14.3318,0.2604,20.782
51.555307,-16.4810,16.4970,0.1375,23.319
51.560656,-17.9363,18.5895,-0.0462,25.832
51.563964,-19.2886,20.0397,-0.4935,27.819
51.570386,-20.3106,20.0663,-0.4656,28.555
51.574454,-21.0998,18.3005,0.3421,27.933
51.594509,-20.9118,15.1097,1.3232,25.833
51.595975,-19.3089,11.6960,1.9589,22.660
51.596841,-16.9703,8.9014,1.3990,19.214
51.598240,-14.4040,6.9818,-0.9857,16.037
51.599089,-12.3890,5.9954,-3.7214,14.258
51.602502,-10.9985,5.6270,-5.3625,13.468
51.606824,-9.9207,5.7399,-5.4907,12.709
51.612372,-9.1098,6.2389,-4.3177,11.856
51.616636,-8.3619,6.8216,-2.3424,11.043
51.621039,-7.5237,7.1092,-0.2840,10.355
51.626991,-6.6745,6.8777,1.1857,9.657
51.631245,-5.7823,6.0726,1.3732,8.497
51.635936,-4.9198,5.0234,-0.8649,7.084
51.656291,-3.8571,4.0890,-5.3965,7.792
51.656993,-2.5137,3.4906,-10.2840,11.147
51.657450,-0.8576,3.0772,-11.9208,12.341
51.657889,0.9837,2.6572,-7.3342,7.862
51.680157,2.7140,1.9423,1.4225,3.628
51.681345,3.7957,0.9039,6.6268,7.690
51.682008,4.3173,-0.2157,5.8910,7.307
51.682840,4.1498,-1.2334,2.6080,5.054
51.683599,3.0891,-2.1684,-0.2143,3.780
51.687263,1.3439,-3.0292,-1.2589,3.545
51.688307,-0.7713,-3.9316,-0.5970,4.051
51.698596,-2.9555,-4.7953,0.6121,5.666
51.699256,-4.7735,-5.5319,1.3087,7.423
51.703627,-6.2904,-6.1828,1.4482,8.938
51.707603,-7.6898,-6.7427,1.5565,10.345
51.716286,-9.1167,-7.1271,2.1578,11.771
51.717964,-10.4116,-7.3203,3.1564,13.113
51.721934,-11.4550,-7.3480,3.9635,14.175
51.762023,-12.0290,-7.2199,4.1701,14.636
51.763401,-12.0251,-6.8645,3.7683,14.350
51.764270,-11.1757,-6.3123,3.1583,13.218
51.765186,-9.6714,-5.7147,2.6482,11.542
51.765755,-8.1548,-5.0905,2.2537,9.874
51.766346,-6.7663,-4.4488,1.9485,8.329
51.766770,-5.5800,-3.8380,1.7900,7.005
51.767126,-4.5585,-3.2609,1.8000,5.887
51.767545,-3.7431,-2.7001,1.8791,4.983
51.771014,-3.0938,-2.2602,1.8912,4.273
51.775633,-2.5445,-1.9303,1.8974,3.715
51.792516,-2.0934,-1.7113,1.8358,3.268
51.794137,-1.7245,-1.6113,1.5585,2.828
51.794741,-1.4000,-1.5525,1.1597,2.391
51.822566,-1.1559,-1.6010,0.8219,2.139
51.823559,-0.8699,-1.8157,0.6776,2.124
51.824052,-0.5083,-2.2077,0.6871,2.367
51.824506,-0.1730,-2.6593,0.6147,2.735
51.824943,0.0508,-2.9717,0.5830,3.029
51.825388,-0.0060,-3.1089,0.8787,3.231
51.825817,-0.2932,-2.9818,1.3317,3.279
51.828861,-0.7279,-2.6186,1.6363,3.172
51.832219,-1.1156,-2.1116,1.5492,2.847
51.838199,-1.2501,-1.5583,1.0373,2.251
51.842591,-1.0066,-0.9416,0.2131,1.395
51.846957,-0.4176,-0.3022,-0.7565,0.915
51.851705,0.4228,0.4218,-1.7027,1.804
51.856195,1.2964,1.2804,-2.2675,2.909
51.863778,2.1627,2.0560,-2.2812,3.756
51.866687,2.9288,2.6512,-1.9961,4.426
51.870865,3.5171,3.1218,-1.8019,5.036
51.904623,3.8619,3.5424,-1.9662,5.597
51.905740,4.0639,3.9425,-2.6113,6.235
51.906396,4.2662,4.3912,-3.2498,6.931
51.906931,4.5440,4.9100,-3.4931,7.547
51.907544,4.7931,5.4819,-3.4975,8.078
51.908077,4.9855,6.0516,-3.4138,8.552
51.908590,5.1333,6.5374,-3.3778,8.972
51.919012,5.3510,6.9649,-3.3387,9.396
51.920606,5.5538,7.2280,-3.1587,9.647
51.921171,5.7147,7.3260,-2.8962,9.732
51.924247,5.9961,7.3516,-2.8215,9.897
51.928893,6.1872,7.2373,-3.2095,10.048
51.933554,6.5450,7.2019,-4.5639,10.749
51.938685,7.0883,7.4965,-6.5511,12.221
51.944662,7.9266,7.9006,-7.2186,13.318
51.947646,8.8980,8.1970,-6.1610,13.577
51.953149,9.9907,8.3402,-4.6291,13.813
51.959140,11.0537,8.0817,-4.2761,14.345
51.986016,11.8337,7.2772,-5.0650,14.787
51.987437,12.2473,6.0905,-6.1140,14.982
51.988108,12.3937,4.8473,-7.2263,15.143
51.988831,12.5116,3.8313,-8.1915,15.438
51.989553,12.6988,3.1285,-8.7652,15.744
51.990172,13.0284,2.7236,-8.6552,15.877
51.990890,13.5247,2.4812,-7.8299,15.823
51.997119,14.2197,2.3167,-6.7838,15.924
52.003063,15.0158,2.1227,-5.8880,16.268
52.005019,15.7353,1.9676,-5.3157,16.725
52.010202,16.1705,1.8720,-5.0973,17.058
52.014423,15.9940,1.9941,-4.9442,16.859
52.018991,15.2103,2.3434,-4.5348,16.044
52.023756,14.0194,2.8163,-3.8595,14.811
52.028841,12.6659,3.2675,-3.2287,13.473
52.034021,11.3671,3.4866,-2.9031,12.239
52.040831,10.2297,3.4929,-2.9509,11.205
52.079133,9.3770,3.2128,-3.2848,10.442
52.080425,8.7923,2.8723,-3.5688,9.914
52.080923,8.4357,2.5065,-4.2012,9.752
52.081536,8.3236,2.1611,-6.2823,10.650
52.082106,8.2283,2.0325,-10.0243,13.127
52.082851,7.4989,2.8030,-13.2168,15.452
52.083595,4.8034,4.8365,-12.7327,14.443
52.084416,-1.1930,7.7465,-7.7575,11.028
52.085125,-8.7788,11.1750,0.1624,14.212
52.086139,-16.6992,15.4822,11.0395,25.307
52.091807,-22.2551,19.3768,23.0447,37.441
52.095942,-23.1069,20.8779,28.4421,42.175
52.102428,-17.0339,17.7937,23.5496,34.079
52.105417,-8.8720,11.9639,12.2780,19.303
52.111585,-3.2178,6.6221,-0.4731,7.378
52.115253,0.3350,2.6666,-10.0199,10.374
52.122455,2.7439,-0.4629,-14.9639,15.220
52.126517,5.6516,-3.0572,-16.4495,17.660
52.133641,8.6805,-5.2983,-16.7088,19.560
52.135354,12.0121,-7.3850,-13.6681,19.638
52.140410,16.4097,-9.3563,-4.2122,19.354
52.146714,21.0439,-10.9330,5.2936,24.298
52.149726,23.4718,-11.3830,5.9578,26.758
52.153486,22.8048,-10.4682,0.2086,25.094
52.158169,19.3502,-8.0836,-5.7288,21.739
52.177844,15.5511,-4.9384,-8.4884,18.392
52.179105,12.5126,-1.5898,-7.5984,14.725
52.179782,10.1191,1.6702,-4.2468,11.101
52.180437,8.1670,4.5257,-0.3436,9.343
52.183392,6.7092,6.4981,1.6583,9.486
52.186908,5.7216,7.2817,0.3561,9.268
52.191446,5.1012,6.9835,-3.0880,9.183
52.196986,4.4697,5.9787,-6.1709,9.685
52.201632,3.6113,4.4982,-6.7843,8.905
52.206298,2.4862,2.7836,-4.4838,5.834
52.238337,1.4127,1.0225,-1.1930,2.113
52.239322,0.8003,-0.4920,0.6494,1.142
52.239861,0.4405,-1.5496,0.7759,1.788
52.240226,-0.0601,-2.1944,0.6300,2.284
52.240835,-0.8993,-2.4559,1.0975,2.836
52.241453,-1.7176,-2.4179,1.4768,3.313
52.242054,-2.5068,-1.9395,0.7544,3.258
52.245705,-3.0142,-1.0165,-0.5068,3.221
52.250966,-3.3250,0.2278,-1.0437,3.492
52.254582,-3.2541,1.4485,-0.5760,3.608
52.259389,-1.9447,2.1533,0.2099,2.909
52.263816,-0.2348,2.3770,0.6580,2.478
52.271353,1.3723,2.2640,0.4922,2.693
52.273475,2.8138,1.9005,-0.0505,3.396
52.308572,3.9391,1.3990,-0.5095,4.211
52.309409,4.6283,0.8335,-0.7851,4.768
52.309964,4.9065,0.2541,-0.9686,5.008
52.310445,4.6978,-0.3057,-1.2225,4.864
52.310906,4.0025,-0.7145,-1.4632,4.321
52.311565,2.9038,-0.9298,-1.7123,3.497
52.312179,1.6401,-0.9396,-1.8240,2.627
52.312714,0.3970,-0.7898,-1.7080,1.923
52.319390,-0.7357,-0.5619,-1.3620,1.647
52.322136,-1.6318,-0.3442,-0.8625,1.878
52.326736,-2.2030,-0.1723,-0.2473,2.224
52.331005,-2.4483,-0.0795,0.3859,2.480
52.335560,-2.8711,0.0660,0.9066,3.012
52.341423,-3.2249,0.1473,1.1983,3.443
52.347362,-3.3905,0.1715,1.2971,3.634
52.352771,-3.4382,0.2033,1.2318,3.658
52.355092,-3.3690,0.2618,1.1271,3.562
52.402858,-3.0028,0.2323,0.8919,3.141
52.403788,-2.2951,0.1651,0.4281,2.341
52.404344,-1.5571,0.1053,-0.0708,1.562
52.404882,-0.7885,0.0529,-0.4164,0.893
52.405337,-0.0796,0.0221,-0.5806,0.586
52.405785,0.4864,0.0152,-0.6066,0.778
52.406340,0.8603,-0.0084,-0.5184,1.004
52.407115,0.9422,-0.0201,-0.3497,1.005
52.407491,0.7542,-0.0533,-0.2962,0.812
52.408025,0.3200,-0.0960,-0.2933,0.445
52.410374,-0.1600,-0.1336,-0.2309,0.311
52.412574,-0.7150,-0.0921,-0.1712,0.741
52.417067,-1.1947,-0.0073,-0.2406,1.219
52.422506,-1.5417,0.1088,-0.3316,1.581
52.430643,-1.8968,0.2869,-0.3348,1.947
52.433213,-2.0183,0.4885,-0.0046,2.077
52.436475,-2.2309,0.7568,0.5418,2.417
